Gene,Predicted Label,Probability
SCARA3,[0],[0.34463558]
PSMB1,[0],[0.3446355]
HBS1L,[0],[0.34461555]
TSR1,[0],[0.34455004]
HPSE2,[0],[0.34454975]
SRPK1,[0],[0.3445379]
UBL7,[0],[0.3445005]
NEUROG2,[0],[0.3444928]
UCP2,[0],[0.3444858]
NSF,[0],[0.34443617]
TFAP2A,[0],[0.34441224]
ASPA,[0],[0.3443922]
SYNGAP1,[0],[0.34424382]
CDKN2AIPNL,[0],[0.3442291]
PPA2,[0],[0.3442083]
SNRNP70,[0],[0.34417593]
CARD10,[0],[0.34416705]
ORC3,[0],[0.3441574]
DYNC2H1,[0],[0.34415507]
SUPT20H,[0],[0.3441349]
SLMAP,[0],[0.34409678]
STK3,[0],[0.34402347]
SUPT16H,[0],[0.34401965]
COX5A,[0],[0.34401682]
BET1L,[0],[0.34400618]
OGDH,[0],[0.3439554]
TUBGCP6,[0],[0.3439369]
ESCO1,[0],[0.34391132]
SMURF2,[0],[0.3438804]
ETFA,[0],[0.3438674]
PACSIN2,[0],[0.34386316]
PMS1,[0],[0.34382746]
AMPD2,[0],[0.3438273]
HIP1R,[0],[0.34381676]
PLXNA3,[0],[0.34375829]
KDM6B,[0],[0.3437532]
CDKN1A,[0],[0.34364045]
HOXA3,[0],[0.34360746]
E2F2,[0],[0.34354138]
CCNT2,[0],[0.34352058]
PKN1,[0],[0.34350044]
RPS16,[0],[0.3434944]
MPDZ,[0],[0.34348765]
RAB11FIP3,[0],[0.3434073]
MRPL57,[0],[0.3433534]
RSU1,[0],[0.34334302]
MTMR1,[0],[0.34329644]
RUBCN,[0],[0.34328914]
DGCR8,[0],[0.34318724]
CSTF2,[0],[0.34316742]
SCN1A,[0],[0.34315854]
PRPF38A,[0],[0.34307507]
RAB6A,[0],[0.34301665]
BAX,[0],[0.34296948]
BEGAIN,[0],[0.3429072]
DAG1,[0],[0.34284586]
BCKDHB,[0],[0.34282705]
USP32,[0],[0.34280863]
AEBP2,[0],[0.34279963]
COX6A1,[0],[0.34278306]
IP6K2,[0],[0.34270984]
NCBP1,[0],[0.34270757]
TRIM14,[0],[0.34269974]
GYS1,[0],[0.34269318]
TIMM9,[0],[0.34266284]
TMC1,[0],[0.3425677]
NME6,[0],[0.34255502]
HERPUD1,[0],[0.3425511]
NAPB,[0],[0.3425388]
SMCHD1,[0],[0.34238932]
RABIF,[0],[0.34236208]
HIVEP3,[0],[0.34235126]
UGP2,[0],[0.3423489]
PMP22,[0],[0.34224758]
KDELR2,[0],[0.34223014]
DDHD1,[0],[0.34221873]
SPEN,[0],[0.34216112]
FBXO45,[0],[0.34215212]
LSM4,[0],[0.34214693]
CPSF1,[0],[0.34212628]
IMP3,[0],[0.34207755]
BTAF1,[0],[0.3420673]
MATN3,[0],[0.3420659]
KDM4A,[0],[0.34196278]
PSMF1,[0],[0.34192184]
TRIM44,[0],[0.34185356]
SETD1A,[0],[0.34174165]
ATXN2L,[0],[0.34165978]
PDE8B,[0],[0.34164518]
FAT1,[0],[0.3416336]
NUP107,[0],[0.341605]
MRPL19,[0],[0.34150827]
MRTFA,[0],[0.34144264]
CRB1,[0],[0.34142542]
SLC39A7,[0],[0.3414158]
IMMT,[0],[0.341402]
ZNF566,[0],[0.34140018]
CGN,[0],[0.34139505]
PLXNB2,[0],[0.341378]
COMMD4,[0],[0.3413135]
DGKA,[0],[0.34130883]
TAF9,[0],[0.34128317]
METAP2,[0],[0.34127566]
SPSB4,[0],[0.34126267]
SLIT2,[0],[0.34119055]
SPTLC1,[0],[0.34117734]
MIOS,[0],[0.34117463]
MSH5,[0],[0.34117296]
FAM126A,[0],[0.34110487]
ANKRD27,[0],[0.34108952]
CLHC1,[0],[0.34107265]
SYNRG,[0],[0.34103915]
TUB,[0],[0.3410215]
NCAPH2,[0],[0.340998]
HCFC1,[0],[0.34098402]
URM1,[0],[0.34091085]
GIGYF1,[0],[0.34085593]
RAB40C,[0],[0.3408418]
MAP2K2,[0],[0.34082177]
TRAF2,[0],[0.340768]
EFEMP1,[0],[0.34076518]
PTP4A1,[0],[0.34071878]
MTOR,[0],[0.3406976]
TXK,[0],[0.34067976]
NELFE,[0],[0.3406187]
SNX12,[0],[0.34059227]
IL18,[0],[0.34054404]
KLF5,[0],[0.34040928]
TRAFD1,[0],[0.34034547]
SNTA1,[0],[0.34030464]
DSTN,[0],[0.34024912]
HSPD1,[0],[0.3402453]
LRRC4C,[0],[0.34021693]
BRCC3,[0],[0.34021366]
LTBP3,[0],[0.340195]
H3-3A,[0],[0.3401423]
MACROD2,[0],[0.33995655]
MRPL37,[0],[0.33994207]
CLDN12,[0],[0.33993998]
M6PR,[0],[0.339917]
SMARCB1,[0],[0.33990782]
GLB1,[0],[0.33990562]
KPNA5,[0],[0.3398872]
RAD21,[0],[0.3398609]
TGFBR1,[0],[0.33983997]
SMPD1,[0],[0.33980367]
CAPN6,[0],[0.3397916]
MFAP3,[0],[0.33971685]
DET1,[0],[0.3397049]
MNAT1,[0],[0.33970207]
MAP3K4,[0],[0.33969882]
USP44,[0],[0.3396468]
GALNT10,[0],[0.33962956]
ASNS,[0],[0.3395783]
KIF21A,[0],[0.33957383]
CERK,[0],[0.3395281]
SIL1,[0],[0.3395235]
PAK2,[0],[0.3395023]
HAUS3,[0],[0.33945176]
LIN54,[0],[0.33944395]
SRPK2,[0],[0.33932146]
MYCBP2,[0],[0.3392595]
ZYG11B,[0],[0.3392091]
AFDN,[0],[0.3390617]
NOC3L,[0],[0.33905885]
RRM1,[0],[0.3390031]
TYW3,[0],[0.33898675]
SAR1A,[0],[0.33887723]
MAGI3,[0],[0.33883053]
PLD3,[0],[0.3388241]
KDM5B,[0],[0.3387706]
HERC1,[0],[0.33874512]
HOMER1,[0],[0.33871055]
PRKCH,[0],[0.33868694]
TTF2,[0],[0.3386747]
URB1,[0],[0.33863473]
BRF2,[0],[0.33861417]
EDA,[0],[0.33859125]
DDX21,[0],[0.338574]
OSTM1,[0],[0.33856928]
RBBP4,[0],[0.33855152]
SSBP2,[0],[0.33853745]
GNPTG,[0],[0.3384958]
REV3L,[0],[0.3384648]
RHNO1,[0],[0.33846223]
LGALS3BP,[0],[0.3384312]
MSMO1,[0],[0.33841693]
CYB5R2,[0],[0.3384017]
ELN,[0],[0.33837616]
ZNF740,[0],[0.3383749]
ITGA11,[0],[0.33836424]
ZFAND6,[0],[0.33833396]
MID1IP1,[0],[0.33829752]
RPRD1A,[0],[0.33828574]
CDH24,[0],[0.33822867]
MRGBP,[0],[0.33820564]
MED24,[0],[0.33817014]
FBXO2,[0],[0.3381566]
ABCC8,[0],[0.33814278]
MRPL4,[0],[0.33810657]
WSB1,[0],[0.338087]
CHID1,[0],[0.3380868]
NUDT5,[0],[0.33808467]
SCAI,[0],[0.3380614]
FOXM1,[0],[0.33802626]
YWHAB,[0],[0.33802465]
WDR1,[0],[0.33800477]
G6PC3,[0],[0.337976]
PLOD2,[0],[0.33797586]
GSTK1,[0],[0.3379671]
PROC,[0],[0.3379305]
AP2A1,[0],[0.33792317]
RECK,[0],[0.3379147]
HDAC1,[0],[0.33790427]
SSH1,[0],[0.33783746]
FMNL1,[0],[0.33779004]
NFATC2,[0],[0.33773577]
CATSPERB,[0],[0.3376494]
DVL2,[0],[0.33762887]
SORT1,[0],[0.33761817]
INPP4B,[0],[0.33761507]
MFHAS1,[0],[0.33760265]
SMN2,[0],[0.33759046]
DNAJC13,[0],[0.33757576]
SLC1A5,[0],[0.3375382]
H2BC18,[0],[0.3375058]
BFSP1,[0],[0.33742622]
PDE8A,[0],[0.33740902]
TIMM10B,[0],[0.33739775]
RPL36A,[0],[0.33738786]
CEP162,[0],[0.33738595]
TRIM3,[0],[0.33738106]
GDF11,[0],[0.33735156]
GCNT2,[0],[0.33728293]
WDR83OS,[0],[0.33727875]
DHRS1,[0],[0.33723453]
UBE4B,[0],[0.33720866]
C8B,[0],[0.33720675]
SYN3,[0],[0.3372052]
CLPB,[0],[0.33715752]
PSMB5,[0],[0.33712202]
RECQL,[0],[0.33711466]
CTBP1,[0],[0.33706293]
MALT1,[0],[0.3370616]
PANK4,[0],[0.33698976]
SESN3,[0],[0.33697456]
POLR1D,[0],[0.33674422]
PKD2,[0],[0.33673242]
BOD1,[0],[0.33673054]
SEC61A2,[0],[0.33671343]
BOK,[0],[0.33670667]
YY1,[0],[0.33664387]
RAPGEF6,[0],[0.3365933]
CNIH1,[0],[0.3365804]
ATP6V1A,[0],[0.3365655]
RGS7,[0],[0.33649248]
NRBF2,[0],[0.33647493]
PPM1K,[0],[0.33642036]
UBE2W,[0],[0.33639723]
NCOA3,[0],[0.33639222]
ARHGAP12,[0],[0.33629936]
RUSC2,[0],[0.33626723]
ACTR2,[0],[0.33619046]
DOK7,[0],[0.33618966]
PHACTR3,[0],[0.33615312]
CYP51A1,[0],[0.3360474]
ARPC1B,[0],[0.33603692]
KAT7,[0],[0.33590007]
NDC80,[0],[0.33589837]
ARF5,[0],[0.33586842]
FGD4,[0],[0.33584976]
RUVBL1,[0],[0.33581334]
INTS3,[0],[0.33575696]
PSMD8,[0],[0.3357441]
KIF27,[0],[0.3357003]
ZNF592,[0],[0.33561277]
POMT2,[0],[0.33557233]
ISY1-RAB43,[0],[0.33556494]
SOX13,[0],[0.33556017]
HENMT1,[0],[0.33555502]
KDM5A,[0],[0.33553585]
AGPS,[0],[0.33535996]
MRPS5,[0],[0.33535025]
ITGB7,[0],[0.3353502]
ASS1,[0],[0.33529606]
SRSF10,[0],[0.33529237]
DNER,[0],[0.33528057]
IBTK,[0],[0.33526528]
CD58,[0],[0.33526134]
MCPH1,[0],[0.33521393]
ZNF138,[0],[0.335168]
GGA3,[0],[0.3351036]
NOB1,[0],[0.33510107]
EIF2B5,[0],[0.3350737]
DAPK2,[0],[0.33496132]
UQCRHL,[0],[0.33485895]
EIF5B,[0],[0.33484125]
CRY1,[0],[0.33484116]
CACNB3,[0],[0.33479887]
FREM2,[0],[0.33476952]
EIF4H,[0],[0.33475453]
MED27,[0],[0.33473492]
STC2,[0],[0.33471626]
RBM42,[0],[0.33468044]
RTF1,[0],[0.33466232]
PRKAG1,[0],[0.3346102]
YTHDF2,[0],[0.33460036]
NMU,[0],[0.3345936]
YBX3,[0],[0.3345177]
COX7B,[0],[0.33449486]
HECTD1,[0],[0.33449]
MRFAP1,[0],[0.33446535]
COPS8,[0],[0.33442846]
NDUFB3,[0],[0.3344281]
SETDB1,[0],[0.33438727]
CNDP2,[0],[0.3343609]
MAT2B,[0],[0.3343391]
GRID2,[0],[0.33431223]
SCMH1,[0],[0.33430156]
CCDC40,[0],[0.3341443]
WHRN,[0],[0.33411118]
CCL5,[0],[0.33406317]
EXOSC10,[0],[0.33404592]
LSM3,[0],[0.3340268]
SDC4,[0],[0.33389992]
FBXO41,[0],[0.33385262]
UBXN7,[0],[0.3337912]
UBN1,[0],[0.33378348]
NUP214,[0],[0.3337168]
MRPS2,[0],[0.33371046]
HRH2,[0],[0.33370015]
DPM1,[0],[0.33368412]
ECE1,[0],[0.33367053]
OPHN1,[0],[0.33366293]
INSIG1,[0],[0.33364707]
SIX2,[0],[0.33353946]
UBE2Z,[0],[0.33336788]
ELL2,[0],[0.33334962]
ARHGAP29,[0],[0.333346]
PDSS2,[0],[0.33331633]
MPLKIP,[0],[0.33330467]
TTC37,[0],[0.3332864]
BRCA2,[0],[0.33327585]
DSP,[0],[0.33326787]
H1-4,[0],[0.33323643]
TLE3,[0],[0.33321905]
UBE2N,[0],[0.33314613]
CENPN,[0],[0.3330035]
GAA,[0],[0.33292148]
PIP4K2A,[0],[0.3328936]
RGS3,[0],[0.3328798]
CDCA2,[0],[0.33285296]
CHST12,[0],[0.33281273]
ATG12,[0],[0.33280393]
ANO4,[0],[0.3327982]
FUCA2,[0],[0.33278117]
MSL2,[0],[0.3327438]
MRPL13,[0],[0.33272746]
TRAF4,[0],[0.3327247]
RIC1,[0],[0.332669]
VDAC1,[0],[0.3326525]
USP30,[0],[0.33253527]
BATF2,[0],[0.3325262]
FOXP4,[0],[0.3324763]
CIITA,[0],[0.33245665]
CD36,[0],[0.33242747]
GCFC2,[0],[0.3323415]
MCM3,[0],[0.332299]
E4F1,[0],[0.3322395]
KRR1,[0],[0.33222356]
BTF3L4,[0],[0.33214676]
TIAL1,[0],[0.33211523]
LPAR3,[0],[0.33206645]
SEMA3E,[0],[0.332054]
FKBP15,[0],[0.33197618]
GTF2IRD2B,[0],[0.33197016]
RPP30,[0],[0.3319523]
PSPH,[0],[0.33193094]
GPR183,[0],[0.3317345]
PTP4A3,[0],[0.33161458]
LIMD1,[0],[0.33156338]
ZNF274,[0],[0.33155864]
GOSR2,[0],[0.33147687]
RHOBTB1,[0],[0.33147356]
UBE2R2,[0],[0.33144447]
CENPB,[0],[0.33142078]
CENPO,[0],[0.3313373]
PHF21A,[0],[0.33124495]
SEC24C,[0],[0.331207]
MEN1,[0],[0.33119896]
PHF20,[0],[0.331195]
NRXN1,[0],[0.33118138]
SRSF9,[0],[0.33109197]
DNAJC24,[0],[0.33109072]
SLC25A13,[0],[0.3310524]
KIF23,[0],[0.33093613]
TRMT1,[0],[0.3309343]
MIA3,[0],[0.33092374]
SLC2A5,[0],[0.3309155]
GPHN,[0],[0.33090332]
PGM1,[0],[0.3308991]
BUD31,[0],[0.33089036]
CRADD,[0],[0.33088732]
CTDSP1,[0],[0.33077338]
CMAS,[0],[0.33074015]
MAU2,[0],[0.33073792]
DDIT3,[0],[0.33072993]
NUP205,[0],[0.3307051]
ASCC1,[0],[0.33062991]
TRIM37,[0],[0.3305906]
HPS4,[0],[0.3305536]
GNL2,[0],[0.3305379]
TACC3,[0],[0.33051482]
PAFAH1B2,[0],[0.3305006]
SLC16A1,[0],[0.3304915]
CLK3,[0],[0.3304517]
ANXA6,[0],[0.330441]
KANK2,[0],[0.33037367]
SALL3,[0],[0.33035713]
CDH23,[0],[0.33034676]
MRC2,[0],[0.3303309]
ALKBH1,[0],[0.33031732]
IFI30,[0],[0.3303011]
NFE2L1,[0],[0.33015972]
YAP1,[0],[0.33013663]
ABCA2,[0],[0.33011767]
TCP1,[0],[0.33010453]
SELP,[0],[0.33009097]
AP1S1,[0],[0.3300825]
BFAR,[0],[0.33005452]
TUBA1C,[0],[0.33004507]
ZC3H15,[0],[0.33002585]
ANO9,[0],[0.32999006]
CTNNA3,[0],[0.32994568]
PHB,[0],[0.32994407]
RBM15B,[0],[0.32993904]
NRF1,[0],[0.32992828]
CHN1,[0],[0.3299131]
GGT1,[0],[0.32987562]
ASAP2,[0],[0.3298323]
NFASC,[0],[0.32983005]
SH3GL2,[0],[0.329826]
GNAI2,[0],[0.3298072]
RNF5,[0],[0.32980573]
METAP1,[0],[0.32977474]
RBM4,[0],[0.32971925]
HTT,[0],[0.32966435]
MRI1,[0],[0.32963285]
SPPL2A,[0],[0.3296159]
EXOC1,[0],[0.32957512]
PRKACA,[0],[0.32951432]
ZNF621,[0],[0.3294844]
KIF16B,[0],[0.3294779]
PFDN5,[0],[0.3293988]
BBS5,[0],[0.32939693]
GABRA2,[0],[0.3293649]
PIAS1,[0],[0.32935163]
PNPLA3,[0],[0.32933477]
CCDC136,[0],[0.32920498]
EIF2B3,[0],[0.3292039]
PDCD6,[0],[0.3291642]
GREM1,[0],[0.3291606]
TIMMDC1,[0],[0.32913336]
SMAD5,[0],[0.32912722]
GPR160,[0],[0.32912588]
UHRF2,[0],[0.3291103]
SPTBN2,[0],[0.32910976]
EPS8,[0],[0.32910705]
MRPL58,[0],[0.32905704]
NRP2,[0],[0.3290461]
CCDC8,[0],[0.32901442]
EPS15,[0],[0.32894662]
MAPK8,[0],[0.32887888]
LAS1L,[0],[0.3288653]
OSBP,[0],[0.32883072]
PTPN13,[0],[0.32882378]
WDR48,[0],[0.3288117]
MED29,[0],[0.32879996]
KIF3B,[0],[0.32879364]
RNF168,[0],[0.32876226]
CLN8,[0],[0.32871163]
ELP5,[0],[0.32870725]
SLC25A27,[0],[0.32862735]
RBM34,[0],[0.3285943]
NRP1,[0],[0.32855004]
CLDN15,[0],[0.32853204]
P2RY6,[0],[0.32848537]
SCNN1A,[0],[0.3284612]
TRAP1,[0],[0.32835594]
MAGED1,[0],[0.3283513]
FANCI,[0],[0.32834706]
SDAD1,[0],[0.32832032]
KYNU,[0],[0.32824796]
PRKAA1,[0],[0.3282246]
RBM19,[0],[0.32822028]
RHOG,[0],[0.3282015]
NLK,[0],[0.32817698]
SLIRP,[0],[0.32817584]
TARDBP,[0],[0.32808778]
ZEB1,[0],[0.32808304]
CAMKK1,[0],[0.3280691]
RS1,[0],[0.32806826]
CTNNBL1,[0],[0.3280169]
RALB,[0],[0.32797706]
PAPOLA,[0],[0.32792374]
REEP3,[0],[0.3279195]
ERMAP,[0],[0.32790035]
TP53,[0],[0.32788745]
MAPK15,[0],[0.32786313]
MEGF8,[0],[0.3278557]
BCOR,[0],[0.32775173]
TBCE,[0],[0.32773852]
MLXIP,[0],[0.32769603]
SERINC5,[0],[0.32760167]
NEDD1,[0],[0.32752314]
TOP2B,[0],[0.32748786]
NDUFS7,[0],[0.32748112]
CHMP4B,[0],[0.3274798]
NPAS2,[0],[0.32738334]
HOOK2,[0],[0.3273823]
RALGDS,[0],[0.32730302]
CDK5R2,[0],[0.3272779]
RAB11A,[0],[0.32727432]
MED12,[0],[0.32726014]
DHRS4,[0],[0.32724205]
BMPR1B,[0],[0.32722712]
UBAC2,[0],[0.32718077]
WDHD1,[0],[0.3271743]
ZNF770,[0],[0.3271508]
RARB,[0],[0.32714728]
PRKAA2,[0],[0.32714584]
CDH22,[0],[0.32711864]
SAFB,[0],[0.3271134]
PRKCSH,[0],[0.32708976]
KCNN2,[0],[0.32703662]
AP2S1,[0],[0.32698625]
PARVB,[0],[0.32695878]
TNKS2,[0],[0.3269406]
PPP2R2D,[0],[0.326938]
TXNIP,[0],[0.32689732]
E2F8,[0],[0.32688585]
PTPN22,[0],[0.32686886]
CAV1,[0],[0.32681423]
STXBP5L,[0],[0.32676494]
ABLIM3,[0],[0.3267351]
HAPLN1,[0],[0.32673293]
MEF2C,[0],[0.3267116]
FUNDC1,[0],[0.3266965]
PPARGC1B,[0],[0.32669216]
ACE2,[0],[0.32664177]
KIF11,[0],[0.32658833]
ADAM23,[0],[0.3264734]
THOC5,[0],[0.32645994]
RNF144A,[0],[0.326442]
DCP1B,[0],[0.32643282]
MFSD12,[0],[0.3264186]
HNRNPH2,[0],[0.32641324]
BMP2,[0],[0.32640582]
CREB3L4,[0],[0.3264039]
ILF2,[0],[0.3263943]
GRSF1,[0],[0.32635853]
MAP2K3,[0],[0.32632792]
FUT8,[0],[0.32632592]
EME1,[0],[0.3262498]
TRIP11,[0],[0.32624945]
HECW2,[0],[0.32624012]
SWAP70,[0],[0.32623172]
IFI16,[0],[0.3262275]
SNRPD1,[0],[0.3262272]
CCNB1,[0],[0.3261833]
NUP93,[0],[0.3261533]
STARD13,[0],[0.32614198]
ZNF496,[0],[0.32607666]
RACGAP1,[0],[0.3259831]
TERF1,[0],[0.32597223]
CLCN7,[0],[0.3259351]
TEAD2,[0],[0.3259321]
CDC45,[0],[0.32570016]
WDR45,[0],[0.325674]
CTDSPL,[0],[0.32566404]
SKAP2,[0],[0.32565793]
UBE3A,[0],[0.32562587]
EPM2A,[0],[0.32559124]
CDIPT,[0],[0.32558274]
CD63,[0],[0.3254487]
MYO6,[0],[0.32544044]
GTF3C4,[0],[0.32541227]
IMPA2,[0],[0.3253982]
PCSK9,[0],[0.3253974]
USP9X,[0],[0.32536685]
PPP2R2C,[0],[0.32533407]
MIER1,[0],[0.32532537]
XDH,[0],[0.32529306]
DSN1,[0],[0.3252544]
MZF1,[0],[0.32523185]
LRRC8B,[0],[0.32522842]
PDXDC1,[0],[0.32522565]
EI24,[0],[0.32522097]
LGALS1,[0],[0.32519743]
SH2B3,[0],[0.32505703]
DVL1,[0],[0.32504144]
LTB,[0],[0.3250081]
ONECUT2,[0],[0.3249623]
STARD3NL,[0],[0.3249113]
DPH7,[0],[0.32490954]
GK,[0],[0.3248995]
MAEA,[0],[0.32482225]
STXBP3,[0],[0.32480612]
MCMBP,[0],[0.32480374]
NUCB1,[0],[0.32479423]
UAP1,[0],[0.32476]
SOD2,[0],[0.32475427]
ECSIT,[0],[0.32473046]
RPL31,[0],[0.3247252]
CACNA1G,[0],[0.32470497]
DTNBP1,[0],[0.3246287]
USP48,[0],[0.3246148]
NINL,[0],[0.32458335]
CNOT7,[0],[0.32456264]
LYPD6,[0],[0.32454833]
LYN,[0],[0.32453114]
FAT4,[0],[0.3244944]
SSX2IP,[0],[0.3244869]
NUDT19,[0],[0.32445502]
MFGE8,[0],[0.32444015]
TPD52L1,[0],[0.32443732]
TMEM11,[0],[0.32429355]
EXOC2,[0],[0.32424787]
TTYH3,[0],[0.3242382]
BRCA1,[0],[0.3242327]
IFT140,[0],[0.32420415]
REXO2,[0],[0.32419792]
NDOR1,[0],[0.32416633]
SRF,[0],[0.32416463]
MOCOS,[0],[0.3241643]
GUF1,[0],[0.32414696]
CDC40,[0],[0.32412887]
ROBO2,[0],[0.3240948]
RBL2,[0],[0.3240907]
LRRC8E,[0],[0.3240245]
PXN,[0],[0.3239814]
HSF2,[0],[0.32397676]
FGF18,[0],[0.32394588]
GSPT1,[0],[0.32382864]
MBIP,[0],[0.3238269]
PANK3,[0],[0.3238171]
CTSD,[0],[0.32373422]
ALYREF,[0],[0.32371998]
HHLA2,[0],[0.32365486]
MON2,[0],[0.323653]
LIG1,[0],[0.32360452]
IRAK4,[0],[0.32359526]
SGCE,[0],[0.3235255]
MSH4,[0],[0.32349393]
SH3GLB2,[0],[0.32340747]
STK40,[0],[0.3233614]
IST1,[0],[0.3233522]
NECTIN2,[0],[0.32333875]
ALG5,[0],[0.32331854]
NAT10,[0],[0.3232888]
PIK3C3,[0],[0.32324934]
NCKAP1,[0],[0.3232429]
ANGPTL4,[0],[0.32324117]
AHCYL1,[0],[0.3232221]
PRKAB2,[0],[0.32315066]
STK25,[0],[0.32306242]
ZYG11A,[0],[0.32303765]
ATAD3A,[0],[0.3230184]
ZDHHC9,[0],[0.32296625]
RAD51AP1,[0],[0.32293972]
YWHAQ,[0],[0.32287726]
PRNP,[0],[0.32286316]
EIF1B,[0],[0.32281935]
BABAM2,[0],[0.3228172]
KRT19,[0],[0.32277733]
DDX41,[0],[0.32271028]
ADAM8,[0],[0.32270807]
OTUD3,[0],[0.32269195]
SH3RF1,[0],[0.32266852]
RRAGC,[0],[0.32265067]
PARD6G,[0],[0.3226453]
PPIG,[0],[0.32262003]
MTHFR,[0],[0.3225735]
TYMP,[0],[0.3225614]
SPG11,[0],[0.32252595]
HBP1,[0],[0.322469]
MSH6,[0],[0.32246277]
TRUB1,[0],[0.32244396]
UNKL,[0],[0.32239085]
AZI2,[0],[0.3223274]
RGPD8,[0],[0.32230553]
GDF5,[0],[0.32227546]
DUS1L,[0],[0.32226562]
IFI44L,[0],[0.32225272]
SUN2,[0],[0.32219964]
CMC2,[0],[0.32219848]
RAB5A,[0],[0.32216164]
GDPD5,[0],[0.32203355]
LUC7L,[0],[0.32203344]
NME4,[0],[0.321948]
RBM39,[0],[0.32191494]
POLI,[0],[0.32189807]
CSK,[0],[0.32189032]
RALBP1,[0],[0.32188907]
CNOT6L,[0],[0.3218825]
COMMD2,[0],[0.32183534]
KCNH5,[0],[0.32183]
LEO1,[0],[0.32182947]
RAB22A,[0],[0.32180825]
CFLAR,[0],[0.32180163]
LTV1,[0],[0.3217849]
TGS1,[0],[0.32175514]
MZB1,[0],[0.32173878]
FPGS,[0],[0.32169515]
TRAPPC5,[0],[0.3216347]
INPP5B,[0],[0.3216009]
KPNA2,[0],[0.3215247]
KLHL12,[0],[0.32151628]
NDC1,[0],[0.32148507]
NTN1,[0],[0.32147804]
SH3GL1,[0],[0.32145095]
ATG4C,[0],[0.32142115]
CHPF2,[0],[0.3214091]
NDEL1,[0],[0.32140255]
LIMK2,[0],[0.32137862]
KANSL2,[0],[0.32135612]
NUP155,[0],[0.32135025]
LYPD6B,[0],[0.32130373]
CHFR,[0],[0.32124949]
MRPL22,[0],[0.32117796]
PGLS,[0],[0.32116872]
STON2,[0],[0.32114634]
MIDN,[0],[0.32114202]
EFCAB7,[0],[0.32113642]
MSH2,[0],[0.32110187]
RSPO3,[0],[0.32109228]
SEPHS1,[0],[0.32104796]
RAP1GDS1,[0],[0.32102647]
ARHGAP9,[0],[0.3209506]
WAC,[0],[0.32094708]
URI1,[0],[0.32094437]
PANK1,[0],[0.3209296]
RGPD3,[0],[0.32091632]
RAB1A,[0],[0.3208698]
TMIGD3,[0],[0.32084322]
COPS5,[0],[0.32080862]
DAND5,[0],[0.3208081]
TPGS2,[0],[0.32079265]
POR,[0],[0.320782]
NET1,[0],[0.32077825]
RSL24D1,[0],[0.32075852]
LTA4H,[0],[0.32071847]
MVK,[0],[0.3206378]
ISG15,[0],[0.32060358]
COL14A1,[0],[0.32057413]
DCAF4,[0],[0.32042968]
LONRF1,[0],[0.32039672]
CPE,[0],[0.32031852]
NUP85,[0],[0.3203125]
EPC1,[0],[0.3202729]
TIPIN,[0],[0.32027188]
ATP6V1F,[0],[0.3202611]
CDKL5,[0],[0.32023564]
AOX1,[0],[0.3201626]
LEPROT,[0],[0.3201596]
HSPH1,[0],[0.3201573]
ARSB,[0],[0.3201542]
BCR,[0],[0.3201095]
SFI1,[0],[0.32010153]
STOM,[0],[0.31996396]
TNRC6A,[0],[0.31994897]
FLOT1,[0],[0.31994298]
ELP6,[0],[0.31993103]
MPDU1,[0],[0.319924]
KCNQ1,[0],[0.3199183]
RUNX2,[0],[0.31991097]
MRPL38,[0],[0.31990293]
PHKB,[0],[0.31985605]
PDIA3,[0],[0.31978422]
NEURL1,[0],[0.31974062]
PDK3,[0],[0.3197324]
ATP6V1C1,[0],[0.31970245]
EYA1,[0],[0.31969807]
CSGALNACT2,[0],[0.3196639]
SLC15A4,[0],[0.31966296]
RAD54B,[0],[0.319659]
ZFYVE26,[0],[0.31962532]
HADH,[0],[0.31959182]
FOXRED1,[0],[0.31953505]
VPS53,[0],[0.31952885]
IL16,[0],[0.3194154]
ME1,[0],[0.31939805]
ENPP1,[0],[0.31938508]
PDHX,[0],[0.3192982]
RFC5,[0],[0.31929743]
TMEM132A,[0],[0.31928912]
ID2,[0],[0.31928796]
BCL2L14,[0],[0.31928402]
COL4A1,[0],[0.31925243]
UPF1,[0],[0.3191836]
MECR,[0],[0.31918067]
HOOK3,[0],[0.31915763]
HHIP,[0],[0.3191239]
DICER1,[0],[0.3190887]
L1TD1,[0],[0.3190691]
ACVR1B,[0],[0.3190438]
CD47,[0],[0.31903937]
FOSL2,[0],[0.31900173]
ZNF254,[0],[0.3190012]
MYO9A,[0],[0.319]
TUBGCP3,[0],[0.3189387]
H1-0,[0],[0.31892464]
CCDC86,[0],[0.31890386]
NFKBIA,[0],[0.31889963]
CAPZA2,[0],[0.31889528]
AGO3,[0],[0.31888214]
RASA3,[0],[0.31883094]
PTGFRN,[0],[0.31880108]
MVD,[0],[0.31878638]
CORO1A,[0],[0.3187359]
SLITRK2,[0],[0.31873322]
LSM14A,[0],[0.31872952]
COPE,[0],[0.31872755]
EIF4ENIF1,[0],[0.31870022]
STK26,[0],[0.31865937]
MAP3K2,[0],[0.31862816]
RELN,[0],[0.31861445]
SEPTIN2,[0],[0.318518]
CYP26A1,[0],[0.31848574]
GDAP1,[0],[0.31844914]
DNAJC9,[0],[0.3184366]
CUL5,[0],[0.31841367]
SIK2,[0],[0.31837872]
KIF22,[0],[0.31836897]
TUBD1,[0],[0.31833705]
WEE1,[0],[0.31833693]
PNISR,[0],[0.31832933]
