Gene,Predicted Label,Probability
CSF2RB,[0],[0.42742077]
NANOG,[0],[0.42737788]
BATF,[0],[0.42734042]
CDHR1,[0],[0.42733532]
RAPH1,[0],[0.42710426]
CFD,[0],[0.4268774]
RNF111,[0],[0.42672527]
HS3ST3A1,[0],[0.42642358]
ACSM5,[0],[0.4263635]
OGDHL,[0],[0.42625517]
FAM13B,[0],[0.42624742]
GLG1,[0],[0.42616704]
PKP3,[0],[0.4260939]
ARID4B,[0],[0.4259477]
DUSP1,[0],[0.42594332]
CDK9,[0],[0.4258938]
SH3GL3,[0],[0.42584437]
TRPV4,[0],[0.4257909]
HLA-C,[0],[0.4255517]
POLR3A,[0],[0.4255139]
DDX58,[0],[0.4252389]
CUL7,[0],[0.4251992]
ADM,[0],[0.42507875]
CAPRIN1,[0],[0.42501915]
PDE2A,[0],[0.42485517]
SLC25A5,[0],[0.42480373]
POLR2G,[0],[0.4248]
NOLC1,[0],[0.4247873]
LIN54,[0],[0.42470613]
TDRD1,[0],[0.4245657]
KLF15,[0],[0.4245107]
BRD3,[0],[0.4244588]
UIMC1,[0],[0.42443636]
GTF2H5,[0],[0.42443198]
GMIP,[0],[0.4244117]
EFNA3,[0],[0.42431813]
TICAM1,[0],[0.4239581]
TLR3,[0],[0.42375302]
CD86,[0],[0.42362335]
NELFE,[0],[0.42348775]
CCT3,[0],[0.42342836]
CYP26A1,[0],[0.42336404]
ALS2CL,[0],[0.42333508]
BICD2,[0],[0.42333466]
PRPF4B,[0],[0.4233167]
TAP1,[0],[0.42331496]
RGS2,[0],[0.4231719]
TBX20,[0],[0.4231076]
SPARCL1,[0],[0.4229251]
GPT,[0],[0.4229143]
TYROBP,[0],[0.42287737]
MNDA,[0],[0.4227487]
RELB,[0],[0.42266735]
CDC42,[0],[0.42263785]
ASPA,[0],[0.4225392]
NFE2L1,[0],[0.42214283]
APOC1,[0],[0.422094]
CYP39A1,[0],[0.42204267]
DSN1,[0],[0.42202154]
ID4,[0],[0.42199695]
SMAD9,[0],[0.42199367]
SMARCD2,[0],[0.42196023]
EPHA8,[0],[0.42178816]
MAVS,[0],[0.42174307]
TTR,[0],[0.42172602]
RPS29,[0],[0.42171016]
MORF4L2,[0],[0.4216876]
BRD2,[0],[0.42160687]
CEP57,[0],[0.42142847]
PTBP2,[0],[0.42127982]
IL4R,[0],[0.42124754]
FGF4,[0],[0.42120412]
DDX11,[0],[0.42107588]
ETV3,[0],[0.42102134]
TAS1R1,[0],[0.42093122]
PHF21A,[0],[0.42090568]
SLC6A3,[0],[0.42090026]
ADAMTS4,[0],[0.420849]
ABCB11,[0],[0.4208203]
KCNQ2,[0],[0.42080513]
NCF2,[0],[0.4207012]
ANKFY1,[0],[0.42069533]
LGR4,[0],[0.42061716]
CLIP2,[0],[0.42057326]
S1PR1,[0],[0.42046973]
PRPF40A,[0],[0.42037275]
RPS6KA6,[0],[0.42029065]
PKP2,[0],[0.4202029]
TBK1,[0],[0.42017192]
GUCY1A2,[0],[0.42001876]
DTX1,[0],[0.4199793]
TUBG1,[0],[0.41997364]
PTGIS,[0],[0.41990077]
TBX2,[0],[0.4198799]
DYNC1I2,[0],[0.4197978]
BAZ2A,[0],[0.41977543]
TBXA2R,[0],[0.4197496]
RASGRF1,[0],[0.41960883]
AIM2,[0],[0.41960865]
MSRB3,[0],[0.41960487]
NOTUM,[0],[0.41956434]
MYO7A,[0],[0.4193146]
TTC21B,[0],[0.41912317]
KLK6,[0],[0.41911086]
RUSC2,[0],[0.41910157]
ARPC2,[0],[0.4190398]
SRRT,[0],[0.41897765]
AQP1,[0],[0.4188012]
ETV1,[0],[0.41877753]
IRF7,[0],[0.41871473]
TRIM50,[0],[0.41871217]
PSPC1,[0],[0.41864172]
ADRA2B,[0],[0.41851094]
CCNB3,[0],[0.41841993]
KCNIP3,[0],[0.41834918]
FMNL2,[0],[0.4183344]
EPN1,[0],[0.41828138]
SNRPB2,[0],[0.41814545]
RPRD2,[0],[0.41807783]
RAD9A,[0],[0.41806722]
CRISP3,[0],[0.4180468]
MTHFR,[0],[0.4179705]
FZD2,[0],[0.4179338]
PRKCH,[0],[0.41788182]
SULT4A1,[0],[0.41782412]
IDH1,[0],[0.41777292]
GRB10,[0],[0.41766873]
COPB2,[0],[0.4176532]
RAG1,[0],[0.417647]
CDC5L,[0],[0.41755527]
TLR1,[0],[0.4174328]
CEP78,[0],[0.4173814]
RBP5,[0],[0.41726854]
EPPK1,[0],[0.41724154]
CARD6,[0],[0.41721183]
KRT16,[0],[0.41718188]
FBP1,[0],[0.41709778]
DAB2IP,[0],[0.41706705]
RXRG,[0],[0.41679364]
EDARADD,[0],[0.4167849]
STIP1,[0],[0.4167844]
SLAMF7,[0],[0.4166683]
WWP1,[0],[0.41627884]
PON1,[0],[0.41621414]
TEP1,[0],[0.41603002]
FZD1,[0],[0.41601384]
PRELP,[0],[0.41600853]
SSPN,[0],[0.41587377]
RPL39,[0],[0.41572806]
MDK,[0],[0.41559198]
NCK1,[0],[0.41556966]
IL1RL2,[0],[0.4155415]
ACSBG1,[0],[0.41538188]
PTP4A3,[0],[0.41536373]
UBA6,[0],[0.41518432]
MGLL,[0],[0.4151709]
MARK2,[0],[0.4151543]
NLRP12,[0],[0.41509286]
GNAI3,[0],[0.41503704]
MARCKSL1,[0],[0.4150002]
XRCC3,[0],[0.41479173]
GNGT1,[0],[0.4147743]
ANKRD28,[0],[0.4147507]
JAM3,[0],[0.4146107]
DHCR24,[0],[0.41457364]
DGKI,[0],[0.41451877]
LNX1,[0],[0.41439322]
ABR,[0],[0.4143284]
ADAM11,[0],[0.4142479]
HK1,[0],[0.41418484]
CD34,[0],[0.41399768]
PLS1,[0],[0.41398942]
ELF5,[0],[0.4138672]
CDH17,[0],[0.41384727]
FZD5,[0],[0.41384238]
DSG1,[0],[0.41378742]
PLA2G5,[0],[0.41377565]
FADS2,[0],[0.41376472]
MUC15,[0],[0.4137522]
LEPR,[0],[0.4136175]
CBX8,[0],[0.41344807]
ILK,[0],[0.4132956]
NTF3,[0],[0.41302675]
PTH1R,[0],[0.41287112]
RPS12,[0],[0.41280818]
CFB,[0],[0.41260257]
MRPS27,[0],[0.41254762]
TAB1,[0],[0.41245848]
ORC1,[0],[0.41237625]
ABCG2,[0],[0.41233906]
DUSP9,[0],[0.4119868]
GEMIN2,[0],[0.4119575]
FOXF1,[0],[0.41182902]
SEC31B,[0],[0.41181496]
GSTM5,[0],[0.41165385]
INTS6,[0],[0.41163328]
PTPRO,[0],[0.41160053]
ANKRD27,[0],[0.4114916]
IFIH1,[0],[0.4113839]
ATP8A1,[0],[0.41138276]
WSB1,[0],[0.4111126]
ARPC5,[0],[0.41110986]
PCDHGB3,[0],[0.41077238]
NFYC,[0],[0.41059884]
MIB1,[0],[0.41050428]
GANAB,[0],[0.41035804]
RAB11FIP4,[0],[0.41030803]
TRIM36,[0],[0.41025808]
PCDHGA11,[0],[0.4101592]
CX3CL1,[0],[0.4101258]
CAPN3,[0],[0.41008714]
PPP1R14B,[0],[0.41006124]
TAF6,[0],[0.4100501]
PCDHA12,[0],[0.4099684]
WDR3,[0],[0.4098384]
TMBIM6,[0],[0.40964216]
TRPV2,[0],[0.40963727]
KIF2A,[0],[0.40960443]
POLR2E,[0],[0.40959808]
GJB1,[0],[0.40947556]
PHF19,[0],[0.40938267]
CNNM2,[0],[0.40937173]
P2RY1,[0],[0.4092602]
GABARAPL1,[0],[0.4090161]
STXBP1,[0],[0.40896568]
SLC1A1,[0],[0.40891945]
KRT23,[0],[0.40890566]
VIPR1,[0],[0.4088699]
TAF2,[0],[0.40883628]
VTN,[0],[0.4088326]
HAP1,[0],[0.40876183]
STAT6,[0],[0.40875623]
EIF5AL1,[0],[0.40875328]
NLGN3,[0],[0.4087265]
CSF1R,[0],[0.40862703]
SFPQ,[0],[0.40860945]
SCG5,[0],[0.4084469]
MARCO,[0],[0.40844655]
KIF20B,[0],[0.40841708]
ARHGAP15,[0],[0.40839133]
SRPX2,[0],[0.40835705]
PRKAG1,[0],[0.40825793]
PSCA,[0],[0.40812284]
HOXC9,[0],[0.40811884]
MPO,[0],[0.40801874]
SOX6,[0],[0.40784246]
NKD1,[0],[0.40775508]
PYCARD,[0],[0.40774432]
ULK1,[0],[0.40771765]
PIK3R4,[0],[0.40761796]
RAB37,[0],[0.407601]
S1PR3,[0],[0.4075435]
PRMT1,[0],[0.40751877]
GPLD1,[0],[0.40746993]
CCNB2,[0],[0.40730923]
IVNS1ABP,[0],[0.40708807]
PTX3,[0],[0.4070686]
RASGRP2,[0],[0.4068897]
GFPT2,[0],[0.40680173]
RAB5A,[0],[0.40674666]
LMTK2,[0],[0.40674466]
KLF7,[0],[0.4066565]
CBX3,[0],[0.40662804]
NR4A2,[0],[0.40631008]
DCP2,[0],[0.40612707]
TSPAN7,[0],[0.40588662]
CENPO,[0],[0.40586832]
TDRD5,[0],[0.4058225]
KAT2A,[0],[0.40574434]
SIRT1,[0],[0.40564218]
TPT1,[0],[0.405475]
ADAM17,[0],[0.40529656]
PPFIBP1,[0],[0.40519568]
DNAH12,[0],[0.4051323]
CALCRL,[0],[0.40499577]
BLK,[0],[0.4047464]
EPHA1,[0],[0.4047223]
PPFIA1,[0],[0.40462017]
DIO3,[0],[0.404467]
AHCY,[0],[0.4044366]
THOC5,[0],[0.40418068]
FLCN,[0],[0.40410104]
VGLL3,[0],[0.40403947]
AGXT2,[0],[0.40402883]
CEACAM6,[0],[0.40394306]
TDO2,[0],[0.40375596]
TPM2,[0],[0.4037444]
LHX9,[0],[0.40367457]
PAPSS2,[0],[0.40355682]
ROBO4,[0],[0.4034452]
E2F5,[0],[0.4034184]
DLG3,[0],[0.40332174]
SYMPK,[0],[0.40327534]
SOHLH2,[0],[0.40326563]
ADRA2C,[0],[0.40318042]
FRS3,[0],[0.40313014]
MUC20,[0],[0.40298972]
XRCC1,[0],[0.40298676]
NOX4,[0],[0.4029796]
ADD1,[0],[0.4029517]
PRKAA2,[0],[0.40281585]
CRYAB,[0],[0.4027269]
NXF1,[0],[0.40272605]
SLCO1A2,[0],[0.40244436]
PRRT2,[0],[0.402324]
CR1L,[0],[0.40232176]
ADCY3,[0],[0.4022617]
EXOC7,[0],[0.40223795]
HNF1B,[0],[0.4020645]
SCARA3,[0],[0.40198433]
NFYA,[0],[0.40194756]
B4GALNT1,[0],[0.40194702]
HOXA10,[0],[0.40167627]
ARPC3,[0],[0.40161586]
FGD4,[0],[0.40150535]
TEC,[0],[0.40143448]
TACC1,[0],[0.40137833]
HLA-DQA1,[0],[0.40112528]
DVL1,[0],[0.40111473]
SCRIB,[0],[0.4010995]
NCK2,[0],[0.40105745]
TMC6,[0],[0.4008017]
WASF1,[0],[0.40075615]
RBFOX1,[0],[0.40071034]
CD80,[0],[0.4006194]
LPIN2,[0],[0.4004553]
FABP1,[0],[0.40034503]
PDXK,[0],[0.40031236]
BMP2K,[0],[0.40031037]
PFN2,[0],[0.40027088]
FIP1L1,[0],[0.40009576]
XYLT1,[0],[0.40009052]
TLR10,[0],[0.4000403]
DUOX2,[0],[0.39989874]
GNA13,[0],[0.3996318]
SMAD1,[0],[0.39956617]
SRSF9,[0],[0.39946413]
FGR,[0],[0.39934814]
EPB41L4B,[0],[0.39933532]
RFC4,[0],[0.39931163]
HIRA,[0],[0.39922467]
STARD8,[0],[0.39911512]
PALB2,[0],[0.3990669]
TMED2,[0],[0.39889452]
EXTL1,[0],[0.39871526]
RING1,[0],[0.3984884]
RNF128,[0],[0.39844456]
NLGN4X,[0],[0.39823264]
DLX6,[0],[0.3981193]
ZBTB7B,[0],[0.3979319]
MID1,[0],[0.39790177]
GLUL,[0],[0.39781895]
DIO2,[0],[0.39776826]
CDO1,[0],[0.3976844]
CTSC,[0],[0.3976118]
PRF1,[0],[0.39754164]
RPL3L,[0],[0.39729577]
GATA5,[0],[0.39711756]
TAF9,[0],[0.39705297]
SLC18A2,[0],[0.39685228]
S100A11,[0],[0.39672083]
CPEB2,[0],[0.39639083]
CACNA2D2,[0],[0.39632708]
RPL26,[0],[0.39625642]
SRF,[0],[0.39623523]
VANGL2,[0],[0.3960271]
TRDN,[0],[0.39601013]
SLC19A1,[0],[0.395932]
UBE2V2,[0],[0.3959134]
CDCA8,[0],[0.39589605]
DENND5A,[0],[0.3958258]
MYOCD,[0],[0.39581063]
ETNK1,[0],[0.39565882]
GTF2A1,[0],[0.3954151]
RPS16,[0],[0.39536053]
RPS14,[0],[0.3952619]
LBP,[0],[0.39520928]
KCNIP4,[0],[0.39509016]
SYN3,[0],[0.3950578]
MAPT,[0],[0.39499718]
ARHGEF3,[0],[0.39498502]
TMOD1,[0],[0.39489475]
PLAUR,[0],[0.39476314]
AKR1D1,[0],[0.39470568]
DGKH,[0],[0.39469334]
ARHGAP9,[0],[0.3946853]
CXCL5,[0],[0.39459187]
CRNKL1,[0],[0.39423752]
SNRPD1,[0],[0.3940756]
ZNF638,[0],[0.39393428]
GATAD2A,[0],[0.3937238]
SART3,[0],[0.3936277]
MUC13,[0],[0.39352405]
RPL23,[0],[0.3934891]
E2F6,[0],[0.39348045]
TUBA8,[0],[0.39347357]
MYH7B,[0],[0.39346823]
NSUN2,[0],[0.39328578]
DCN,[0],[0.39322156]
CHST6,[0],[0.3929756]
RAPGEF4,[0],[0.39294547]
LPCAT1,[0],[0.39290488]
CBX5,[0],[0.39273146]
STAM,[0],[0.39265677]
DGCR8,[0],[0.39257762]
PRKAA1,[0],[0.39226672]
STK4,[0],[0.3921515]
CHRM3,[0],[0.39205596]
STIL,[0],[0.3919769]
NT5C2,[0],[0.3919691]
MATN3,[0],[0.3918474]
KRT6C,[0],[0.39183077]
MAPK10,[0],[0.39177406]
ATXN2L,[0],[0.39176103]
RPL32,[0],[0.39176038]
SNTG2,[0],[0.3916834]
SEC24C,[0],[0.39159176]
PLEKHG2,[0],[0.39145973]
PAQR8,[0],[0.39139763]
RACGAP1,[0],[0.39129168]
ST3GAL6,[0],[0.39128774]
SLC10A2,[0],[0.39119187]
DAPK1,[0],[0.39117175]
SLC12A2,[0],[0.39115468]
OR51E1,[0],[0.3910129]
PRIM2,[0],[0.3909861]
CHEK1,[0],[0.3908899]
FANCE,[0],[0.3908522]
MAPK3,[0],[0.3908435]
PLCD3,[0],[0.39082062]
SNRNP40,[0],[0.39064246]
SLC8A3,[0],[0.39056894]
TACR1,[0],[0.39047226]
CTSG,[0],[0.3904572]
SCN3B,[0],[0.39025763]
GALNT12,[0],[0.39019004]
LRAT,[0],[0.39007986]
NFKBIE,[0],[0.3899585]
ZNF98,[0],[0.3899213]
CHD5,[0],[0.38992095]
CDK7,[0],[0.38986194]
ELF3,[0],[0.38965166]
SPRY1,[0],[0.38964984]
LAPTM5,[0],[0.38964847]
ADRA1B,[0],[0.38955763]
TRIM25,[0],[0.38938814]
LRRTM4,[0],[0.38937703]
SCARB2,[0],[0.38937545]
POLR2J,[0],[0.38928443]
YKT6,[0],[0.3892563]
ING3,[0],[0.38920924]
KCNJ1,[0],[0.38907245]
GALNT7,[0],[0.38905796]
PPM1D,[0],[0.38903797]
NPC1L1,[0],[0.38885918]
TRAK1,[0],[0.3888071]
KLF4,[0],[0.38876298]
ECM1,[0],[0.38874722]
LMO1,[0],[0.38870296]
PIP5K1B,[0],[0.38865826]
DKC1,[0],[0.38863683]
PIPOX,[0],[0.38858894]
GDPD5,[0],[0.3885577]
F2,[0],[0.38849652]
SMPD4,[0],[0.38848752]
AP2S1,[0],[0.3883768]
TNFRSF10D,[0],[0.38833892]
PDLIM2,[0],[0.3883085]
PARD6A,[0],[0.3882877]
PYCR1,[0],[0.38811088]
DSE,[0],[0.38806885]
DOK2,[0],[0.38803834]
ARHGEF1,[0],[0.38791725]
UBE2D1,[0],[0.38788968]
TLR5,[0],[0.3877674]
PALMD,[0],[0.38770533]
DEPTOR,[0],[0.38758466]
HSPD1,[0],[0.38757765]
RPS15A,[0],[0.3871684]
PTPN3,[0],[0.38707218]
LIN7A,[0],[0.3869244]
SRSF3,[0],[0.38687038]
CACNA1S,[0],[0.38665268]
MAMLD1,[0],[0.386448]
IRX5,[0],[0.38636705]
PANK1,[0],[0.38628128]
TP73,[0],[0.3862059]
MFAP4,[0],[0.3861492]
SLC2A1,[0],[0.3860403]
ILF2,[0],[0.38596663]
CAPZA2,[0],[0.38587368]
EGR2,[0],[0.3858019]
PPP4R4,[0],[0.38569432]
NCSTN,[0],[0.38567677]
RORB,[0],[0.3856209]
APH1A,[0],[0.385611]
AOC3,[0],[0.3855334]
TTF2,[0],[0.38542193]
EPHA10,[0],[0.38540593]
KIF3B,[0],[0.38539642]
SCN10A,[0],[0.38538757]
RBMX,[0],[0.38536733]
EOMES,[0],[0.3853589]
PPP1R3C,[0],[0.38534707]
CDHR2,[0],[0.38534006]
CASP1,[0],[0.38516232]
BOP1,[0],[0.3849992]
FBXL3,[0],[0.38476783]
CLIC3,[0],[0.38467434]
GRID2,[0],[0.3846712]
ADK,[0],[0.38461837]
RPLP1,[0],[0.3845353]
DENND4C,[0],[0.38449803]
HPS3,[0],[0.3844699]
HK2,[0],[0.3843909]
MS4A1,[0],[0.384371]
LAIR1,[0],[0.3843656]
ERLIN2,[0],[0.38408133]
DPEP1,[0],[0.3839019]
RCOR2,[0],[0.3837791]
PTPN12,[0],[0.38370982]
NPHP3,[0],[0.38357088]
HSPH1,[0],[0.38352674]
CA9,[0],[0.3833934]
USP22,[0],[0.38335505]
SAP130,[0],[0.38321394]
RTKN,[0],[0.3830183]
CENPP,[0],[0.38298956]
TNNT2,[0],[0.38292408]
DCUN1D1,[0],[0.38287362]
BEX1,[0],[0.38284206]
FTO,[0],[0.38277498]
CAMK2A,[0],[0.382525]
ARL2,[0],[0.3824865]
MNAT1,[0],[0.3824408]
SUV39H1,[0],[0.38220263]
NPNT,[0],[0.38208586]
EIF1AX,[0],[0.38208508]
HELZ2,[0],[0.38201314]
HSPA1L,[0],[0.38193735]
BMPER,[0],[0.38184193]
EIF2AK1,[0],[0.381717]
PLA2G12B,[0],[0.3817099]
FEN1,[0],[0.38169545]
CRYM,[0],[0.38164297]
LILRA1,[0],[0.38162476]
PRKAR2A,[0],[0.38161996]
ASPHD1,[0],[0.38160422]
RGN,[0],[0.381352]
SLC5A1,[0],[0.3813254]
FPR2,[0],[0.3813244]
TGM1,[0],[0.38132438]
ACTR3,[0],[0.38130885]
HNF4A,[0],[0.38130286]
CAV2,[0],[0.3811632]
OS9,[0],[0.38097966]
PHF12,[0],[0.38096145]
SRSF4,[0],[0.38073128]
F2R,[0],[0.38058522]
CRABP2,[0],[0.38033408]
AGMAT,[0],[0.3802586]
CPB2,[0],[0.3802348]
RBM17,[0],[0.3801155]
PDPR,[0],[0.38001317]
CA8,[0],[0.37999249]
SGCE,[0],[0.3797489]
MGAT4C,[0],[0.37963748]
KIF1C,[0],[0.3793157]
POLA2,[0],[0.3792362]
NTS,[0],[0.37904003]
RAPGEF2,[0],[0.37902114]
ACADSB,[0],[0.37899175]
AK5,[0],[0.37894908]
SREBF1,[0],[0.37883028]
HK3,[0],[0.37882978]
QPRT,[0],[0.3787588]
NKD2,[0],[0.37871724]
PTCH2,[0],[0.3787002]
HSF1,[0],[0.37867668]
RBPMS,[0],[0.3786721]
GTF3C5,[0],[0.37862766]
PCDHA7,[0],[0.37857667]
PSG4,[0],[0.3785656]
RFC5,[0],[0.37855193]
CYP17A1,[0],[0.3785143]
DDX39B,[0],[0.3784994]
KCNAB1,[0],[0.37842253]
CYP3A5,[0],[0.3784078]
HEYL,[0],[0.37833115]
CDK8,[0],[0.3781253]
NFYB,[0],[0.3780792]
HHIP,[0],[0.37788722]
DMBT1,[0],[0.37778836]
SLC18A1,[0],[0.3777477]
GNE,[0],[0.37766328]
FOXM1,[0],[0.37764257]
RPL39L,[0],[0.37751603]
ADAM22,[0],[0.37750107]
ARHGAP17,[0],[0.3774613]
GALNT15,[0],[0.37739366]
PCYT1B,[0],[0.37733224]
SLC7A10,[0],[0.3772886]
LIN52,[0],[0.37708756]
ACSS3,[0],[0.37707648]
SLC30A10,[0],[0.37707406]
IL3RA,[0],[0.3770577]
LIG1,[0],[0.3770318]
KCNMB1,[0],[0.37700358]
GRM4,[0],[0.37694135]
CYP11A1,[0],[0.37678015]
SYNGAP1,[0],[0.37669462]
IFT172,[0],[0.37659928]
DDX20,[0],[0.37653956]
RCAN1,[0],[0.3764972]
POLB,[0],[0.37643066]
DUSP4,[0],[0.3763631]
ZW10,[0],[0.376336]
SLC6A4,[0],[0.3762899]
POLE2,[0],[0.3762864]
CAMP,[0],[0.37615868]
NLN,[0],[0.37604874]
ANO3,[0],[0.37600884]
ALDH6A1,[0],[0.376008]
DDX39A,[0],[0.37599784]
KCNH1,[0],[0.3759394]
BHMT2,[0],[0.3758114]
CD59,[0],[0.37580734]
TUBB8,[0],[0.3758025]
ANLN,[0],[0.37573522]
FHL5,[0],[0.37561035]
CD22,[0],[0.37553442]
COG7,[0],[0.37552553]
DCAF13,[0],[0.37533647]
POLE3,[0],[0.37531295]
RPL35,[0],[0.37521312]
CALCOCO1,[0],[0.37497514]
THEMIS,[0],[0.37496114]
KMO,[0],[0.37470183]
GSTP1,[0],[0.3746554]
RPL14,[0],[0.37462026]
ATF2,[0],[0.37461805]
RBM24,[0],[0.37454098]
SHMT2,[0],[0.37439308]
GEMIN4,[0],[0.37438014]
PLCB2,[0],[0.37434885]
PRPF40B,[0],[0.37429672]
EIF2S3,[0],[0.37427014]
FCER1G,[0],[0.3742483]
HEY1,[0],[0.3741794]
TANK,[0],[0.3741775]
PGD,[0],[0.3739]
TLK1,[0],[0.37389374]
PATZ1,[0],[0.37374526]
TFE3,[0],[0.37372217]
TREH,[0],[0.37368476]
M6PR,[0],[0.37366936]
GRIN3A,[0],[0.37363338]
RABEP1,[0],[0.37362608]
BUB3,[0],[0.37359232]
CCT5,[0],[0.37357453]
PTGDS,[0],[0.3735455]
CNTN4,[0],[0.37348366]
ACSL1,[0],[0.37347916]
LDHB,[0],[0.37338194]
CYP4F22,[0],[0.37336606]
TRH,[0],[0.3733109]
APLP1,[0],[0.3733105]
LDB1,[0],[0.3732935]
EPCAM,[0],[0.37326083]
COL20A1,[0],[0.37323007]
HSD17B2,[0],[0.37291998]
RFC2,[0],[0.37288398]
GTF2E1,[0],[0.3728752]
MCM8,[0],[0.37281853]
ATP1A3,[0],[0.3727584]
UBAP2L,[0],[0.37268922]
PKLR,[0],[0.37266222]
PCDHA2,[0],[0.37263986]
KIF22,[0],[0.37263504]
KCNQ1,[0],[0.37262097]
ACSL3,[0],[0.37253356]
PDIA3,[0],[0.37248504]
GAD1,[0],[0.37246948]
MRPS25,[0],[0.37240762]
HOXB6,[0],[0.37228823]
SPRY4,[0],[0.37215802]
CUL2,[0],[0.37212023]
COG4,[0],[0.37209427]
CSRP1,[0],[0.37208036]
NBEAL2,[0],[0.37197885]
SUMO2,[0],[0.37196004]
FCN1,[0],[0.37189698]
TDRD6,[0],[0.3718401]
TPD52,[0],[0.3718051]
OPHN1,[0],[0.37177193]
OTOF,[0],[0.37176892]
XIRP1,[0],[0.37175304]
SUZ12,[0],[0.37161466]
MBD6,[0],[0.37143525]
TAPBP,[0],[0.37129027]
SLC45A2,[0],[0.37104177]
LHX6,[0],[0.37094486]
TIMP3,[0],[0.3708808]
CYFIP1,[0],[0.37082142]
CLDN19,[0],[0.37081558]
ERF,[0],[0.3705732]
GOLGA2,[0],[0.37040627]
TYRP1,[0],[0.37036955]
DUSP2,[0],[0.37030774]
CSPG4,[0],[0.37016642]
SKAP1,[0],[0.37005213]
XPO5,[0],[0.369998]
EEF2K,[0],[0.3698356]
DYNC1LI1,[0],[0.36949897]
ARPC1B,[0],[0.36947605]
RPS8,[0],[0.36937857]
CNTFR,[0],[0.36935964]
INPP5D,[0],[0.36930987]
KIF4A,[0],[0.3690781]
TRIM29,[0],[0.36894968]
FANCF,[0],[0.36883608]
SLC1A5,[0],[0.36880693]
SGSM1,[0],[0.36870065]
PCDHA5,[0],[0.36857563]
CDH16,[0],[0.36854076]
TRIM22,[0],[0.3682435]
CEBPZ,[0],[0.36811578]
RPL26L1,[0],[0.36809257]
OPA1,[0],[0.368065]
MCM3,[0],[0.36806208]
MYL3,[0],[0.3679956]
ALDH1A2,[0],[0.36797002]
FTH1,[0],[0.36794475]
SMARCAD1,[0],[0.36780953]
TNPO3,[0],[0.36772755]
OXCT1,[0],[0.3677236]
GIMAP8,[0],[0.36750668]
POGZ,[0],[0.36746556]
PLK4,[0],[0.36731243]
PLOD2,[0],[0.36726174]
MYH14,[0],[0.3671682]
POLG,[0],[0.3671311]
CNDP1,[0],[0.36712095]
ARNTL2,[0],[0.36703327]
IL32,[0],[0.36691353]
UBE3C,[0],[0.36683166]
CSTA,[0],[0.36683154]
CRY2,[0],[0.36682665]
B3GNT5,[0],[0.36681747]
ACHE,[0],[0.36677635]
IKZF3,[0],[0.3666463]
LRIG2,[0],[0.36643067]
LRRC8D,[0],[0.36637238]
IRF8,[0],[0.36611006]
LY6E,[0],[0.36607388]
LOXL4,[0],[0.36599874]
CYP1B1,[0],[0.36592245]
SDC1,[0],[0.3658963]
KCNC2,[0],[0.36589116]
LPIN1,[0],[0.3657659]
ABLIM3,[0],[0.36575866]
COL27A1,[0],[0.3656833]
XRCC2,[0],[0.36567143]
CETN2,[0],[0.36566758]
MZB1,[0],[0.36555192]
FHOD1,[0],[0.36551544]
UNC45B,[0],[0.36548528]
CDK5,[0],[0.3654767]
PAGR1,[0],[0.36546752]
FAF1,[0],[0.36541212]
IL1A,[0],[0.3654074]
CDH24,[0],[0.36527252]
TCAP,[0],[0.36526117]
BUB1B,[0],[0.36521146]
NCAN,[0],[0.3652083]
GRK5,[0],[0.36498603]
TPCN1,[0],[0.3648407]
GFAP,[0],[0.36483514]
RASGRP4,[0],[0.3648]
TRIP10,[0],[0.36473286]
CD33,[0],[0.3646381]
FXYD3,[0],[0.3643801]
PTGER4,[0],[0.36435583]
DRD2,[0],[0.3643009]
ORC4,[0],[0.36408168]
APBB2,[0],[0.36403522]
TLR6,[0],[0.36400163]
IL10RB,[0],[0.36383173]
FHL2,[0],[0.3636908]
ATP1B2,[0],[0.36366254]
GNA11,[0],[0.3634582]
HS6ST1,[0],[0.36319575]
TAF7L,[0],[0.36316666]
HOGA1,[0],[0.36313924]
SYTL4,[0],[0.36312312]
ATG13,[0],[0.36306542]
SMO,[0],[0.3630553]
DKK1,[0],[0.362939]
NUP62,[0],[0.36292124]
SUPT3H,[0],[0.36265785]
RPL37,[0],[0.3623803]
CXCR5,[0],[0.36227557]
PPP3R1,[0],[0.36211175]
CMKLR1,[0],[0.36210272]
IZUMO1,[0],[0.36209974]
GTF2H4,[0],[0.36201665]
FOXL2,[0],[0.36199915]
AKR7A3,[0],[0.36196542]
UBE2I,[0],[0.36181012]
HSD11B1,[0],[0.36179096]
RUVBL1,[0],[0.36169025]
CHGB,[0],[0.36146924]
RTF1,[0],[0.3614003]
IL1RAPL2,[0],[0.3612625]
GEM,[0],[0.36118853]
RGS12,[0],[0.3610322]
CIDEA,[0],[0.3609108]
COLGALT2,[0],[0.36088645]
RPS17,[0],[0.36086863]
TOX2,[0],[0.36078283]
EIF3B,[0],[0.36066666]
PPM1B,[0],[0.360637]
INTS7,[0],[0.3604827]
MTSS1,[0],[0.36045417]
IL10RA,[0],[0.36042595]
AP3D1,[0],[0.36030668]
SNRPA,[0],[0.3602983]
MAPK8,[0],[0.36024207]
ID1,[0],[0.36023864]
EIF3I,[0],[0.36004657]
SELP,[0],[0.36004555]
SULT1A2,[0],[0.35998598]
TRIM37,[0],[0.3598405]
LY6H,[0],[0.35979965]
CCT4,[0],[0.35964754]
