Gene,Predicted Label,Probability
CBX3,[1],[0.98276246]
GMPR,[1],[0.9827576]
MSH6,[1],[0.9827116]
EXOC6B,[1],[0.98269767]
PAIP2B,[1],[0.9826592]
SPRED1,[1],[0.98264635]
NACA,[1],[0.98264587]
CHAF1A,[1],[0.98262817]
ATXN1,[1],[0.9825916]
CACNA1G,[1],[0.9825765]
EDNRB,[1],[0.9825632]
SH2D3C,[1],[0.98253995]
PTPN21,[1],[0.98252493]
MAVS,[1],[0.98252076]
NEDD4L,[1],[0.98247164]
COMMD1,[1],[0.9824568]
PACS2,[1],[0.98245203]
NDUFS3,[1],[0.98244655]
CARD10,[1],[0.9824399]
CXCL14,[1],[0.9824369]
KIF27,[1],[0.98240453]
KDM2A,[1],[0.98237604]
FNIP1,[1],[0.9823695]
F8,[1],[0.9823385]
FLNC,[1],[0.98233587]
ACLY,[1],[0.9823355]
RPL18,[1],[0.9823193]
PTGDS,[1],[0.9822832]
LAMA2,[1],[0.98226076]
PI4KA,[1],[0.9822594]
LMTK2,[1],[0.9822466]
MCF2,[1],[0.98224086]
ESYT2,[1],[0.9822196]
STAP1,[1],[0.9822]
EXOC5,[1],[0.9821943]
CFL1,[1],[0.98216325]
BRIP1,[1],[0.98215806]
EPHB4,[1],[0.9821331]
PCDHB16,[1],[0.9821231]
KIF1A,[1],[0.9820948]
ARID4B,[1],[0.98204845]
PRKCE,[1],[0.98203963]
CDK13,[1],[0.9820256]
ATP2A2,[1],[0.98202443]
AP2M1,[1],[0.9819927]
EPN2,[1],[0.9819863]
SLIT1,[1],[0.98198617]
STK25,[1],[0.98198134]
RBM8A,[1],[0.9819812]
GRB10,[1],[0.9819743]
CREM,[1],[0.9819135]
LAMA4,[1],[0.981899]
BICD2,[1],[0.9818872]
PTX3,[1],[0.9818459]
PXN,[1],[0.98184115]
SFRP5,[1],[0.9818075]
BHLHE40,[1],[0.9818045]
STARD8,[1],[0.98179513]
TPD52,[1],[0.9817825]
OPCML,[1],[0.98176897]
KIF5A,[1],[0.9817625]
CTSC,[1],[0.98173356]
DNMBP,[1],[0.98173183]
CRY2,[1],[0.98170394]
ADM,[1],[0.9816836]
EGF,[1],[0.9816598]
PAK1,[1],[0.981657]
EHMT1,[1],[0.9816279]
CNOT2,[1],[0.9816127]
DCAF8,[1],[0.9815819]
VIPR2,[1],[0.9815481]
GLG1,[1],[0.9815338]
IKBKG,[1],[0.98149455]
PLP1,[1],[0.9814617]
CLCA1,[1],[0.98144984]
CCNT1,[1],[0.98144424]
CEP152,[1],[0.9814155]
SLC9A1,[1],[0.98139256]
GNA12,[1],[0.98138946]
MEGF10,[1],[0.9813819]
UBD,[1],[0.9813757]
EEF1B2,[1],[0.9813696]
NR2F1,[1],[0.9813675]
DCP2,[1],[0.98135823]
ARHGEF2,[1],[0.9813271]
KCNA5,[1],[0.98132503]
DSG2,[1],[0.9813147]
HK2,[1],[0.98131424]
CDK5R1,[1],[0.98128015]
SPC25,[1],[0.9812711]
CD151,[1],[0.981268]
DCLRE1C,[1],[0.9812424]
BRSK1,[1],[0.9812336]
MAFF,[1],[0.9812305]
ANPEP,[1],[0.98122025]
MYO1C,[1],[0.981198]
CNGB1,[1],[0.9811648]
STARD13,[1],[0.98115826]
ITGA11,[1],[0.98110056]
HDAC5,[1],[0.98109686]
XPO7,[1],[0.981079]
IDE,[1],[0.9810681]
PKP4,[1],[0.9810658]
SNAI1,[1],[0.98102415]
EEA1,[1],[0.98100144]
ALKBH7,[1],[0.98100007]
NSUN2,[1],[0.9809997]
CDH8,[1],[0.98099893]
CLASP2,[1],[0.9809684]
BICD1,[1],[0.98093086]
BUB3,[1],[0.9809301]
RASSF5,[1],[0.98083454]
POLG,[1],[0.98076403]
NAP1L1,[1],[0.9807637]
BSG,[1],[0.98074615]
PDE1C,[1],[0.98073214]
LDLR,[1],[0.9807225]
SMPD1,[1],[0.98072046]
CIC,[1],[0.980703]
CAPN3,[1],[0.98066837]
CPT1A,[1],[0.98063904]
PPP2R5A,[1],[0.9806151]
NCF2,[1],[0.9805623]
NR4A2,[1],[0.9805505]
PIGO,[1],[0.9805504]
CLU,[1],[0.98054963]
SWI5,[1],[0.98049223]
GNGT2,[1],[0.98048395]
CYP26A1,[1],[0.9803868]
KIF16B,[1],[0.9803623]
CCNL2,[1],[0.9803443]
CEP57,[1],[0.9803269]
ETS2,[1],[0.98030555]
ULK3,[1],[0.9803036]
ACTN2,[1],[0.98028713]
TAPBP,[1],[0.98028404]
ARHGAP10,[1],[0.9802632]
FGA,[1],[0.98026204]
FCN2,[1],[0.9802106]
MT-ATP8,[1],[0.9801869]
EIF4EBP2,[1],[0.98017097]
LILRB1,[1],[0.9801444]
CRK,[1],[0.9801083]
GCC2,[1],[0.9800996]
MEFV,[1],[0.9800888]
TRAP1,[1],[0.9800822]
COL6A1,[1],[0.9800787]
PCBP2,[1],[0.9800751]
NLRC5,[1],[0.98005426]
NR2C2,[1],[0.98002326]
RPS6KA2,[1],[0.98001283]
SEMA3F,[1],[0.98000824]
CBX8,[1],[0.979935]
EXTL1,[1],[0.9798846]
HBEGF,[1],[0.9798815]
FZD1,[1],[0.9798591]
CLVS2,[1],[0.97984046]
MYO15A,[1],[0.9798362]
EIF4H,[1],[0.97983587]
CFI,[1],[0.9798171]
IL32,[1],[0.97979486]
EIF3L,[1],[0.9797457]
KCNMA1,[1],[0.97974247]
GTPBP2,[1],[0.9797397]
CHEK2,[1],[0.9797204]
NUP37,[1],[0.9797187]
IFT57,[1],[0.97968435]
SLC39A7,[1],[0.97967935]
SLC25A4,[1],[0.9796738]
ALB,[1],[0.97966087]
EPAS1,[1],[0.9796539]
STC2,[1],[0.9796419]
ITGB7,[1],[0.97962064]
DGKI,[1],[0.9795822]
PRDX1,[1],[0.9795681]
SLITRK5,[1],[0.97956306]
CACNA2D2,[1],[0.97954136]
CHN1,[1],[0.97954035]
ANXA2,[1],[0.9795283]
CLOCK,[1],[0.97942525]
ATL1,[1],[0.9794205]
IGFBP5,[1],[0.97941065]
ADCY2,[1],[0.9793968]
MTMR12,[1],[0.9793626]
TRPA1,[1],[0.97931117]
HSD11B1,[1],[0.9792596]
ZDHHC7,[1],[0.9792377]
KCNN3,[1],[0.9792173]
UGCG,[1],[0.979192]
KCNK9,[1],[0.97917145]
CCNL1,[1],[0.97916794]
CBFA2T2,[1],[0.9791589]
BCORL1,[1],[0.9791404]
CHCHD3,[1],[0.97913593]
RBM17,[1],[0.9790692]
RPL34,[1],[0.97905344]
WDR11,[1],[0.9790477]
ARAP3,[1],[0.9790454]
REEP2,[1],[0.9790137]
TUBA4A,[1],[0.97899014]
GPAM,[1],[0.9789707]
RCCD1,[1],[0.9789514]
OPRM1,[1],[0.97894245]
KLRD1,[1],[0.9788769]
BTRC,[1],[0.97887003]
SNRNP200,[1],[0.97875696]
HOXA10,[1],[0.97874284]
DERL2,[1],[0.97871107]
ADAM17,[1],[0.97870207]
PCDHGB3,[1],[0.97869635]
RAB39B,[1],[0.9786532]
ACAN,[1],[0.97860307]
ATP2B3,[1],[0.97859997]
PCDH1,[1],[0.9785897]
GDF5,[1],[0.97858024]
BHLHE41,[1],[0.9785422]
NAA50,[1],[0.97851527]
APBB1,[1],[0.9785065]
CD47,[1],[0.9784975]
GADD45B,[1],[0.9784773]
AGO1,[1],[0.9784671]
BACE2,[1],[0.97845435]
GABRB1,[1],[0.9784333]
RPS2,[1],[0.9784169]
ACTR2,[1],[0.9784025]
PRKD1,[1],[0.97838986]
SNAPC4,[1],[0.97838235]
CD81,[1],[0.97836727]
ALDH1B1,[1],[0.97836477]
CTSD,[1],[0.9783391]
SYTL2,[1],[0.9783093]
RFWD3,[1],[0.9783066]
TLR5,[1],[0.97829765]
CNKSR2,[1],[0.9782744]
FMO2,[1],[0.9782713]
FZD7,[1],[0.97825086]
SNRPD3,[1],[0.978195]
GLB1,[1],[0.9781895]
LHX8,[1],[0.97818244]
RANBP10,[1],[0.9781804]
CDK19,[1],[0.9781688]
DYRK1A,[1],[0.97816455]
SORL1,[1],[0.9781276]
THBS2,[1],[0.9781089]
RXRB,[1],[0.97809476]
TRIP12,[1],[0.97807145]
SYCP1,[1],[0.9780061]
GTF2A2,[1],[0.97798216]
DDX21,[1],[0.9779684]
NUP155,[1],[0.97794944]
SERP1,[1],[0.97792804]
CSDE1,[1],[0.97788024]
KIF2A,[1],[0.97787094]
PPP3CA,[1],[0.977822]
UBR2,[1],[0.97781664]
ME1,[1],[0.97779125]
DVL2,[1],[0.977784]
ALDH1L1,[1],[0.97775704]
CAPN1,[1],[0.97774655]
NDN,[1],[0.9777465]
DEK,[1],[0.97774327]
BCL2L1,[1],[0.97772515]
CALD1,[1],[0.9777092]
COG7,[1],[0.9776986]
SEMA6D,[1],[0.97768426]
EEF1D,[1],[0.9776382]
ADRA1D,[1],[0.9776258]
INSR,[1],[0.97759944]
THRSP,[1],[0.9775735]
SRD5A1,[1],[0.9775684]
ELP2,[1],[0.97754526]
ANAPC16,[1],[0.97752243]
CTH,[1],[0.97745585]
ACSL1,[1],[0.97742313]
NFE2L1,[1],[0.9773997]
GBA2,[1],[0.97739625]
GRIK3,[1],[0.97738785]
SIRPB1,[1],[0.9773755]
STX11,[1],[0.9773565]
CWC22,[1],[0.9773456]
INPP5B,[1],[0.9773422]
EPHB6,[1],[0.97734135]
HRC,[1],[0.9773293]
RAB3GAP2,[1],[0.9773136]
COX4I1,[1],[0.9773094]
DPYS,[1],[0.9772954]
KCNJ2,[1],[0.9772874]
FTO,[1],[0.9772803]
COL9A1,[1],[0.97727776]
WWP2,[1],[0.97727555]
KPNA6,[1],[0.97723836]
SRD5A2,[1],[0.977224]
SRSF1,[1],[0.9772161]
GFRA1,[1],[0.9772136]
RPL12,[1],[0.9772134]
INTU,[1],[0.9771905]
CDK5RAP2,[1],[0.9771888]
CDH17,[1],[0.97714555]
LIPE,[1],[0.9771339]
DCUN1D5,[1],[0.97712517]
LIN28B,[1],[0.9770683]
ADO,[1],[0.97704315]
ADAM15,[1],[0.9770166]
FBXW5,[1],[0.97700614]
PROC,[1],[0.97695804]
CLIC4,[1],[0.9769539]
MTF2,[1],[0.97694606]
FABP5,[1],[0.9769001]
GOLPH3,[1],[0.97688746]
JUP,[1],[0.9768818]
KLHL2,[1],[0.976835]
TEN1-CDK3,[1],[0.97680795]
DCTN3,[1],[0.9767379]
TLE3,[1],[0.9767139]
PPL,[1],[0.9766793]
PTGIR,[1],[0.97666705]
KIF1C,[1],[0.97664475]
NAA25,[1],[0.9766427]
FHL2,[1],[0.97662044]
MORF4L2,[1],[0.9765785]
BCL2L11,[1],[0.97656304]
CLTA,[1],[0.9765584]
PPIB,[1],[0.9765454]
ARHGAP28,[1],[0.9764826]
CD33,[1],[0.9764617]
GAS1,[1],[0.97645164]
TTI2,[1],[0.97637993]
ARHGEF18,[1],[0.9763738]
DERL1,[1],[0.9763642]
ALDH3A1,[1],[0.9763509]
RPL19,[1],[0.9763472]
GRK5,[1],[0.976299]
RNF216,[1],[0.9762373]
RIMKLA,[1],[0.9762137]
ATP7A,[1],[0.976193]
FANCG,[1],[0.9761765]
CAB39,[1],[0.9761597]
CCAR2,[1],[0.97612894]
SMUG1,[1],[0.97611916]
FOXK2,[1],[0.9760684]
AKR1B1,[1],[0.9760549]
CYP1A2,[1],[0.97604704]
GALT,[1],[0.9760355]
DSC3,[1],[0.97602874]
TRPC4AP,[1],[0.97602135]
RPL14,[1],[0.97601867]
GYS1,[1],[0.9760125]
NDUFB5,[1],[0.9760032]
GNAI1,[1],[0.97597617]
KDM3B,[1],[0.97591144]
SLC3A1,[1],[0.9759099]
CD22,[1],[0.9758918]
DMTN,[1],[0.97587866]
MRPL24,[1],[0.97587603]
BET1,[1],[0.975873]
MAPK3,[1],[0.97587276]
CHMP1B,[1],[0.9758219]
ELL2,[1],[0.97580975]
DCUN1D1,[1],[0.97577]
IL18,[1],[0.9757697]
NRP2,[1],[0.9757666]
CLINT1,[1],[0.97571534]
RSL24D1,[1],[0.97571063]
DHX38,[1],[0.97567016]
DCAF5,[1],[0.975656]
COL6A2,[1],[0.9756269]
ZFAND6,[1],[0.9756128]
RIMKLB,[1],[0.9756059]
DAB1,[1],[0.97559154]
CDH23,[1],[0.97558314]
ZMYND11,[1],[0.9755397]
CDC40,[1],[0.97550243]
ATXN2L,[1],[0.9754474]
ITGAD,[1],[0.9754439]
BCCIP,[1],[0.9754287]
TGFBR3,[1],[0.97541773]
LMO4,[1],[0.975395]
SRXN1,[1],[0.97537327]
NTRK3,[1],[0.97531664]
IREB2,[1],[0.9752195]
ARRB1,[1],[0.97518444]
TARS2,[1],[0.97518003]
NOS2,[1],[0.9751799]
CNNM4,[1],[0.97517866]
LGI1,[1],[0.97516465]
DVL3,[1],[0.9751619]
ARHGAP25,[1],[0.97515726]
CABYR,[1],[0.97514695]
ING3,[1],[0.9751409]
CPEB2,[1],[0.9751354]
DYNC1I1,[1],[0.9751217]
RHPN2,[1],[0.97511]
MPRIP,[1],[0.9750397]
SF3A1,[1],[0.9750362]
ALG3,[1],[0.9750342]
ADCY6,[1],[0.9750001]
MASTL,[1],[0.9749979]
ATG7,[1],[0.97499204]
MBD1,[1],[0.9749893]
FBP1,[1],[0.9749868]
LATS1,[1],[0.9749761]
PPP2CA,[1],[0.9749546]
PICALM,[1],[0.9749503]
GPR39,[1],[0.9749477]
CDH11,[1],[0.9749439]
ECI2,[1],[0.9749418]
IRS1,[1],[0.9749316]
RPS6,[1],[0.9749077]
CELF1,[1],[0.9748975]
HECW1,[1],[0.97488904]
ESRP1,[1],[0.97480416]
MYO7B,[1],[0.9748009]
SART3,[1],[0.97479373]
MAPK14,[1],[0.9747619]
ALS2,[1],[0.97475827]
E2F1,[1],[0.9747171]
EIF2AK1,[1],[0.97467697]
DAB2IP,[1],[0.97467005]
TNFAIP8,[1],[0.974645]
SH3BP1,[1],[0.9746255]
AOC1,[1],[0.97460485]
NPHP4,[1],[0.97457564]
DCXR,[1],[0.9745705]
EEF1E1,[1],[0.9745589]
CSTF3,[1],[0.9745385]
TRIM35,[1],[0.97450656]
WASL,[1],[0.974494]
EPC1,[1],[0.97446704]
GPR183,[1],[0.97445834]
FKBP4,[1],[0.9743971]
SUMO3,[1],[0.9743716]
INTS3,[1],[0.9743698]
ALDH3A2,[1],[0.9743251]
ARL6IP5,[1],[0.97430193]
ADAMTSL2,[1],[0.97428685]
BAIAP2,[1],[0.9742414]
GYG1,[1],[0.9741924]
CPT2,[1],[0.9741451]
AKT3,[1],[0.9741408]
TRPM8,[1],[0.9741115]
MAPKAP1,[1],[0.974096]
DTX1,[1],[0.9740689]
EDARADD,[1],[0.973987]
NFASC,[1],[0.9739783]
INO80,[1],[0.97396684]
UQCRH,[1],[0.9739193]
IPMK,[1],[0.9738525]
ETV1,[1],[0.9738438]
RND1,[1],[0.97381693]
LRRC4,[1],[0.9738116]
MCM4,[1],[0.97370255]
POLR2E,[1],[0.973663]
GTF2H4,[1],[0.9736385]
CPE,[1],[0.9736215]
CACNB1,[1],[0.9735922]
TAOK3,[1],[0.9735685]
BMP4,[1],[0.9735554]
AGL,[1],[0.97354114]
USP33,[1],[0.9735401]
CCT4,[1],[0.9735336]
CDC37L1,[1],[0.9734919]
SLC9A3R1,[1],[0.97349167]
DHCR24,[1],[0.973472]
TNFRSF10D,[1],[0.9734664]
DDX31,[1],[0.97344345]
NEK8,[1],[0.9734341]
MAT2A,[1],[0.97343326]
CXCR5,[1],[0.9734061]
NPB,[1],[0.9734048]
CFHR1,[1],[0.9734032]
MYLIP,[1],[0.9733926]
EAF1,[1],[0.9733247]
PHKB,[1],[0.9733131]
ETS1,[1],[0.9733074]
CENPJ,[1],[0.9732886]
LMNB2,[1],[0.9732876]
BMS1,[1],[0.9732857]
SDC3,[1],[0.9732727]
PSME3,[1],[0.97326034]
HMGB1,[1],[0.97317725]
PDE3B,[1],[0.97300434]
ARHGAP12,[1],[0.9729978]
ROCK2,[1],[0.9729917]
TNNC1,[1],[0.97298276]
TFPI,[1],[0.97297806]
COG4,[1],[0.9728909]
HOXA3,[1],[0.9728559]
LPXN,[1],[0.9728556]
BUD31,[1],[0.9728496]
CDX2,[1],[0.9728315]
GIGYF2,[1],[0.97278917]
KDM1B,[1],[0.97278893]
FOSL1,[1],[0.9727624]
HMGB3,[1],[0.9727455]
CCDC136,[1],[0.9727376]
PTPN7,[1],[0.9727366]
TRPC5,[1],[0.97268933]
TES,[1],[0.97265947]
PRICKLE2,[1],[0.9726501]
EXPH5,[1],[0.972647]
BMPR2,[1],[0.97264624]
DNER,[1],[0.9725639]
CFL2,[1],[0.9724999]
PALMD,[1],[0.9724937]
ANKLE2,[1],[0.97247654]
IL12RB2,[1],[0.9724377]
CX3CL1,[1],[0.97241884]
WWP1,[1],[0.9723824]
AKR1D1,[1],[0.972367]
RPLP1,[1],[0.9723422]
TAF11,[1],[0.9723355]
CYP27B1,[1],[0.9722724]
RPL31,[1],[0.97226703]
PDLIM2,[1],[0.9722591]
AGMAT,[1],[0.9722587]
MNAT1,[1],[0.9722581]
CSF2RB,[1],[0.97224605]
ASB7,[1],[0.97219807]
MCFD2,[1],[0.9721734]
INTS1,[1],[0.9721477]
AGRN,[1],[0.9721348]
RHOBTB1,[1],[0.97211015]
GPC4,[1],[0.97210723]
OS9,[1],[0.97204673]
CTNNA1,[1],[0.9720408]
GIMAP5,[1],[0.97201407]
OXA1L,[1],[0.97200024]
CORT,[1],[0.9719821]
RPS24,[1],[0.97191525]
DRD2,[1],[0.97184247]
LPL,[1],[0.9718407]
CYP39A1,[1],[0.9718303]
OMG,[1],[0.9718303]
ENSA,[1],[0.97181445]
PPFIA2,[1],[0.9718132]
HAUS3,[1],[0.9717824]
TBP,[1],[0.9717665]
SEC11A,[1],[0.971764]
ASNS,[1],[0.97174454]
HDAC7,[1],[0.9717187]
SNX13,[1],[0.97171617]
KTN1,[1],[0.9716889]
KCNC2,[1],[0.9716277]
TDRD5,[1],[0.9716276]
CENPM,[1],[0.9716187]
NUP153,[1],[0.9716058]
ORC2,[1],[0.9715688]
IPO11,[1],[0.9714987]
FGD4,[1],[0.97149163]
VAMP7,[1],[0.9714792]
MEX3C,[1],[0.9714697]
NXT1,[1],[0.9714531]
ATP7B,[1],[0.9714054]
AMPD1,[1],[0.9713831]
TUBGCP5,[1],[0.97137576]
PLB1,[1],[0.9713552]
INPPL1,[1],[0.97134453]
REPS2,[1],[0.97133553]
GRIN2A,[1],[0.97131866]
RPS16,[1],[0.9713012]
PDIA6,[1],[0.9712342]
APLP2,[1],[0.9712225]
PARN,[1],[0.9711987]
LDHC,[1],[0.9711987]
TUBGCP6,[1],[0.9711604]
MYOC,[1],[0.9711562]
AP1S1,[1],[0.97112167]
IL2RG,[1],[0.9711104]
DGAT2,[1],[0.9710915]
FKBP1A,[1],[0.9710725]
ARNTL,[1],[0.9710541]
PKN1,[1],[0.97104555]
PLEKHG4,[1],[0.971001]
ASPM,[1],[0.9709976]
PSMD11,[1],[0.9709962]
GNAT1,[1],[0.9709896]
CDKL5,[1],[0.97098684]
MRPL52,[1],[0.9709718]
CARD14,[1],[0.9709419]
KCNN2,[1],[0.9708412]
PLCH1,[1],[0.97083527]
PER2,[1],[0.97082]
MTHFD1L,[1],[0.9708191]
LTBP4,[1],[0.97080594]
CSTF1,[1],[0.9707753]
DHX16,[1],[0.97071856]
UBE2R2,[1],[0.9707101]
DAPK2,[1],[0.97070426]
DALRD3,[1],[0.97069407]
AVL9,[1],[0.9706927]
DNAH17,[1],[0.97068655]
TGS1,[1],[0.9706805]
CDS2,[1],[0.970674]
CUL9,[1],[0.97065103]
CD2AP,[1],[0.9706424]
GRB2,[1],[0.97064203]
FYCO1,[1],[0.97060275]
ADAMTS5,[1],[0.9705593]
MGLL,[1],[0.9705493]
SPDYA,[1],[0.9705411]
HIC1,[1],[0.9705358]
ARHGAP26,[1],[0.9705292]
BLK,[1],[0.97049385]
GYG2,[1],[0.970468]
CNTNAP1,[1],[0.970455]
NCBP2,[1],[0.9704545]
HACE1,[1],[0.9704389]
ASPSCR1,[1],[0.9704366]
RGMA,[1],[0.9704288]
PPIF,[1],[0.97042525]
POGZ,[1],[0.97036797]
NOTCH3,[1],[0.97029257]
RND2,[1],[0.97028536]
RBBP4,[1],[0.9702674]
ADIPOR2,[1],[0.9702644]
MLXIPL,[1],[0.9702195]
EIF2S1,[1],[0.9702172]
LCP2,[1],[0.9702158]
PCDHB11,[1],[0.9702148]
CEP78,[1],[0.97018933]
DTX2,[1],[0.970167]
ATN1,[1],[0.970103]
PARP9,[1],[0.970041]
INTS6,[1],[0.9700013]
WIPF1,[1],[0.9699929]
DDHD1,[1],[0.9699766]
ENG,[1],[0.9699729]
WBP2,[1],[0.96995723]
EPHA4,[1],[0.96988064]
GAK,[1],[0.9698552]
COG3,[1],[0.9698233]
LOXL2,[1],[0.969813]
CANX,[1],[0.96974325]
DR1,[1],[0.9697142]
MKLN1,[1],[0.9696525]
MAP2K3,[1],[0.9696333]
UBQLN4,[1],[0.96960324]
NPR1,[1],[0.96960294]
GNG12,[1],[0.9695724]
PGF,[1],[0.9695524]
ARIH2,[1],[0.96953404]
ACADSB,[1],[0.9695262]
CBFB,[1],[0.96952593]
CDCA7,[1],[0.96951866]
SBF1,[1],[0.96942276]
RPL8,[1],[0.96941984]
ATP8B2,[1],[0.9694072]
ABI3,[1],[0.96940696]
ACSBG1,[1],[0.9693823]
IP6K2,[1],[0.9693662]
PPIA,[1],[0.9693619]
ULBP3,[1],[0.9693155]
GNA14,[1],[0.96929944]
CDC20,[1],[0.96926785]
PPP2R5D,[1],[0.96926415]
BCL9,[1],[0.9692592]
NDUFA9,[1],[0.9692564]
ETV7,[1],[0.96925193]
ABLIM3,[1],[0.9692215]
DLAT,[1],[0.96921295]
DCP1A,[1],[0.96919686]
DLG3,[1],[0.9691767]
TBC1D4,[1],[0.9691454]
SF3B3,[1],[0.96914107]
TNFRSF1B,[1],[0.9691158]
TEAD4,[1],[0.9691116]
ARHGAP29,[1],[0.9691004]
ITGA5,[1],[0.96906775]
GATA5,[1],[0.96904814]
CAP1,[1],[0.96904594]
ANXA6,[1],[0.96903574]
CCNG1,[1],[0.96902686]
NEK1,[1],[0.9690104]
CCNK,[1],[0.9689943]
IKBKE,[1],[0.9689747]
SLC16A7,[1],[0.9689705]
GTF2H3,[1],[0.96895444]
HK1,[1],[0.9689334]
NTM,[1],[0.9689125]
LIMA1,[1],[0.96885484]
TRPV4,[1],[0.9688354]
ZFYVE27,[1],[0.96882915]
HCFC2,[1],[0.96880126]
ABCB11,[1],[0.9687998]
SV2A,[1],[0.9687931]
RAD50,[1],[0.9687741]
HNF4G,[1],[0.96875083]
IPO5,[1],[0.96874547]
PSMC3,[1],[0.9687353]
BAIAP2L1,[1],[0.96870774]
CMYA5,[1],[0.96865886]
TRH,[1],[0.9685877]
GRB7,[1],[0.9685731]
CAT,[1],[0.96853167]
CXCL12,[1],[0.96852845]
PPP2R2B,[1],[0.9684817]
CHPF2,[1],[0.96835315]
CDK8,[1],[0.96834767]
DDX52,[1],[0.96832407]
FAN1,[1],[0.968304]
FCAR,[1],[0.968288]
GDE1,[1],[0.9682685]
GNG5,[1],[0.96824014]
NID2,[1],[0.9682359]
TRIP10,[1],[0.9682359]
SSBP2,[1],[0.96821254]
CSF2RA,[1],[0.9681979]
GBP2,[1],[0.9681971]
APOA1,[1],[0.9681968]
AP3M2,[1],[0.9681925]
SHANK3,[1],[0.96816975]
BTD,[1],[0.968169]
COG5,[1],[0.9681405]
INSRR,[1],[0.96806884]
SUMO1,[1],[0.9680503]
TBC1D16,[1],[0.9680228]
FKBP8,[1],[0.9679975]
TIAM1,[1],[0.9679921]
CALU,[1],[0.96799135]
KDELR1,[1],[0.96798974]
INCENP,[1],[0.96797514]
TMPO,[1],[0.9679594]
RHOT1,[1],[0.9679501]
ASB8,[1],[0.9679378]
GTF2B,[1],[0.96792924]
FGF8,[1],[0.9678774]
COMMD2,[1],[0.9678678]
CYTH1,[1],[0.9678468]
DMXL1,[1],[0.967845]
RPS21,[1],[0.9678255]
CDR2,[1],[0.96781665]
FBXL7,[1],[0.96778554]
PCDHA2,[1],[0.9677807]
ETHE1,[1],[0.9677568]
CDK5,[1],[0.9677564]
CANT1,[1],[0.96774065]
DCTN4,[1],[0.9677367]
PCDHB6,[1],[0.9677204]
DDIT4,[1],[0.9677125]
DAZAP1,[1],[0.9676778]
RAB31,[1],[0.96764874]
RUVBL2,[1],[0.9676298]
ATP8A1,[1],[0.9676274]
COPS3,[1],[0.9675794]
TBC1D1,[1],[0.96757317]
PPP4R1,[1],[0.9675433]
MORF4L1,[1],[0.9675158]
CSPP1,[1],[0.96750176]
ADAMTS2,[1],[0.9674924]
HEATR1,[1],[0.96747565]
CYBA,[1],[0.9674653]
FTL,[1],[0.9674606]
CYC1,[1],[0.9674472]
KLK1,[1],[0.9674192]
CA2,[1],[0.9673894]
MYO18A,[1],[0.9673761]
GTF2E2,[1],[0.96735895]
GIMAP8,[1],[0.9673025]
MED20,[1],[0.9672811]
CES1,[1],[0.9672608]
BRPF1,[1],[0.96725756]
ITIH2,[1],[0.9672313]
COL18A1,[1],[0.96720725]
M6PR,[1],[0.96716064]
GMDS,[1],[0.96711737]
FZD3,[1],[0.9670898]
SEL1L,[1],[0.96708125]
CARF,[1],[0.96707904]
IPO7,[1],[0.9670785]
TNFRSF10A,[1],[0.9670766]
REST,[1],[0.96704423]
SMAD1,[1],[0.9670342]
CASP2,[1],[0.966965]
ALPL,[1],[0.9669608]
HIRA,[1],[0.9669593]
ITGA6,[1],[0.96685636]
BCS1L,[1],[0.9668178]
CTDSPL,[1],[0.96680105]
PLA2R1,[1],[0.96679217]
BIRC5,[1],[0.9667702]
ONECUT1,[1],[0.96676517]
CDCP1,[1],[0.96675]
CUL2,[1],[0.9667431]
C5,[1],[0.9667096]
DBT,[1],[0.9666959]
ARAF,[1],[0.9666844]
SCN4A,[1],[0.9666716]
BMP2K,[1],[0.9666036]
SULF1,[1],[0.9665976]
ATF7,[1],[0.96659595]
RNF128,[1],[0.96653974]
MARK2,[1],[0.9665246]
EPPK1,[1],[0.96652037]
GRIK2,[1],[0.9665052]
CD59,[1],[0.96650165]
C5AR1,[1],[0.9664688]
MYO5B,[1],[0.9664414]
LY96,[1],[0.9664402]
IL16,[1],[0.9664079]
SCG2,[1],[0.9663912]
SMARCD2,[1],[0.9663892]
GLI1,[1],[0.9663629]
ASB1,[1],[0.9663205]
NAT2,[1],[0.9662947]
ZNF81,[1],[0.966286]
CEP72,[1],[0.9662792]
WDFY3,[1],[0.96626294]
PTGFRN,[1],[0.9662151]
ARL4C,[1],[0.9662062]
GPX2,[1],[0.9662062]
ITGB5,[1],[0.9661991]
ARRDC3,[1],[0.96619487]
IGF1,[1],[0.96619385]
DENND1A,[1],[0.96613765]
SLC6A9,[1],[0.966137]
GALNT3,[1],[0.9660572]
REEP6,[1],[0.96601003]
AUP1,[1],[0.9660019]
DNM1,[1],[0.9659969]
DENND5A,[1],[0.96599]
EIF3C,[1],[0.9659837]
MAGI2,[1],[0.9659507]
PACSIN1,[1],[0.96593505]
GNG2,[1],[0.9659156]
TCF7,[1],[0.96587944]
STK10,[1],[0.9658577]
IMPDH2,[1],[0.9658495]
COPB2,[1],[0.96583784]
ABCG5,[1],[0.96580875]
ERP29,[1],[0.9657914]
ARPC5,[1],[0.965757]
POLR2H,[1],[0.96574605]
CNOT7,[1],[0.96574277]
CRY1,[1],[0.9657228]
PIP5K1A,[1],[0.9656843]
MX1,[1],[0.9656479]
MTA2,[1],[0.9656118]
TYRP1,[1],[0.96560264]
NTF3,[1],[0.9655668]
FZD8,[1],[0.9654746]
