Gene,Predicted Label,Probability
TUBA8,[0],[0.48576906]
MPO,[0],[0.4854924]
BMPR1B,[0],[0.48544866]
GALNT13,[0],[0.48541287]
FLI1,[0],[0.4854069]
CALM1,[0],[0.48534966]
LAT,[0],[0.48533458]
ACTR1A,[0],[0.48522946]
IFI16,[0],[0.4849989]
CHRNA1,[0],[0.48496488]
ATG13,[0],[0.4849558]
KCNC1,[0],[0.48493335]
FZD3,[0],[0.48474514]
FABP1,[0],[0.48468488]
TOMM40,[0],[0.4846276]
MYCN,[0],[0.48449463]
WNT7B,[0],[0.4842758]
NKD1,[0],[0.484149]
KRT6B,[0],[0.4841203]
CCNC,[0],[0.48407435]
POLR3A,[0],[0.48406777]
PIP5K1B,[0],[0.48405063]
RPS6KA5,[0],[0.48390648]
TACC2,[0],[0.48372823]
ZMIZ1,[0],[0.48371938]
ILF2,[0],[0.48351154]
CD28,[0],[0.48334974]
GALNT3,[0],[0.48331916]
MCM2,[0],[0.4832559]
GRK5,[0],[0.48317996]
MBD1,[0],[0.48313603]
ADAR,[0],[0.48309174]
DES,[0],[0.48309058]
SLCO4C1,[0],[0.4828546]
GRP,[0],[0.4828356]
GMPS,[0],[0.48268703]
MAPK8IP1,[0],[0.48265907]
MAP2K3,[0],[0.48263082]
IL20RA,[0],[0.4825322]
ADRA1A,[0],[0.48247102]
SRF,[0],[0.48237887]
TXNRD1,[0],[0.4823675]
SAFB,[0],[0.482093]
SLC9A3,[0],[0.48205292]
CRYAB,[0],[0.48204982]
CADM1,[0],[0.48194426]
DISP1,[0],[0.48183143]
TNFSF11,[0],[0.48179278]
FGF16,[0],[0.48166555]
SPRR2A,[0],[0.48166525]
MADD,[0],[0.48161697]
PLCB3,[0],[0.481552]
RPS4X,[0],[0.48151746]
NLGN1,[0],[0.48139748]
KRT79,[0],[0.48136482]
GPS2,[0],[0.4813346]
ARHGEF7,[0],[0.4812551]
MGLL,[0],[0.48125437]
GLP1R,[0],[0.48117137]
MT-CO2,[0],[0.4811654]
PDE6B,[0],[0.4809066]
SH3PXD2A,[0],[0.48067147]
OASL,[0],[0.48064318]
PDE6A,[0],[0.48052534]
POLD4,[0],[0.48021188]
HTR2A,[0],[0.48015392]
DEPDC1,[0],[0.48014688]
UPF3B,[0],[0.48006633]
BGN,[0],[0.48004776]
GPT2,[0],[0.48000404]
ABI1,[0],[0.47991526]
MDM4,[0],[0.4799043]
HLA-DQB2,[0],[0.47989014]
DDX20,[0],[0.4798157]
MUSK,[0],[0.47970966]
ROBO4,[0],[0.47970644]
RPL28,[0],[0.47959298]
KDM4A,[0],[0.47959134]
PDE10A,[0],[0.47952107]
NPM1,[0],[0.479431]
LMTK2,[0],[0.47930914]
CNTNAP1,[0],[0.47912234]
SYNCRIP,[0],[0.47898477]
MMRN1,[0],[0.47883543]
ING1,[0],[0.47882828]
POLR2F,[0],[0.47874707]
MBD4,[0],[0.478731]
PRKAB2,[0],[0.4786684]
CLDN4,[0],[0.47856998]
MMP7,[0],[0.4784305]
HSPH1,[0],[0.47838324]
TADA3,[0],[0.478333]
RASSF2,[0],[0.47823858]
GBF1,[0],[0.4781493]
SERPIND1,[0],[0.47806725]
IL5RA,[0],[0.47803915]
FANCE,[0],[0.47800985]
KRT14,[0],[0.47798297]
KRT7,[0],[0.4779696]
CACNA2D2,[0],[0.477821]
IFT172,[0],[0.47764948]
JAM3,[0],[0.47762826]
LINGO1,[0],[0.47758824]
HAND1,[0],[0.4774759]
WNT2,[0],[0.4774635]
TRIM13,[0],[0.47740275]
HS3ST2,[0],[0.4772139]
PPBP,[0],[0.47719333]
LIG3,[0],[0.47713882]
DRD1,[0],[0.4765646]
CCT3,[0],[0.47638348]
KRT13,[0],[0.47637537]
SLC18A2,[0],[0.4763168]
PPRC1,[0],[0.47624803]
OPRK1,[0],[0.4762404]
GNAT1,[0],[0.476185]
PSMA2,[0],[0.4761045]
LARS2,[0],[0.47606823]
DSC3,[0],[0.4759914]
CCKAR,[0],[0.47579855]
HK3,[0],[0.47574466]
WNT7A,[0],[0.4754458]
ACSM5,[0],[0.47540075]
RUSC2,[0],[0.4753794]
COMP,[0],[0.47503635]
LLGL2,[0],[0.4749541]
GDI1,[0],[0.47494352]
RMI2,[0],[0.47490394]
ST3GAL6,[0],[0.47471705]
ATF3,[0],[0.4746862]
TRPV2,[0],[0.4746739]
UBE2D3,[0],[0.4743548]
ERC1,[0],[0.47423756]
PELP1,[0],[0.47415254]
EIF4A3,[0],[0.4740451]
LRPPRC,[0],[0.47402483]
RASD1,[0],[0.4739737]
NR1D1,[0],[0.47387135]
AHCYL2,[0],[0.47365463]
ANAPC5,[0],[0.47360986]
HOXB3,[0],[0.4735319]
SERPINB3,[0],[0.47340736]
TAF3,[0],[0.47338012]
STIL,[0],[0.47330815]
COG5,[0],[0.47310138]
LRRTM1,[0],[0.47308517]
VAPA,[0],[0.4727545]
TRPM7,[0],[0.4726582]
TK1,[0],[0.4725659]
TAF4B,[0],[0.47255412]
ASH2L,[0],[0.47252682]
SEC13,[0],[0.47245958]
ARAP2,[0],[0.4722328]
CNR2,[0],[0.47212142]
DKC1,[0],[0.47203338]
UST,[0],[0.4718534]
CLDN1,[0],[0.47183537]
CYP2C8,[0],[0.47167444]
HLA-C,[0],[0.47166494]
HMGCS1,[0],[0.47161216]
ULBP2,[0],[0.47153294]
KRT23,[0],[0.4714472]
BTAF1,[0],[0.47143304]
SYDE2,[0],[0.4712943]
RELB,[0],[0.4711136]
NF2,[0],[0.47109756]
POLE2,[0],[0.471082]
PTX3,[0],[0.47101223]
DTX1,[0],[0.47094214]
ACTG2,[0],[0.47087976]
NAT8,[0],[0.4707497]
PRKCG,[0],[0.4706119]
PDGFD,[0],[0.47054896]
TRERF1,[0],[0.47050145]
LPAR1,[0],[0.4703918]
PPFIA3,[0],[0.47012627]
C1S,[0],[0.47010309]
ZW10,[0],[0.46989828]
HEY1,[0],[0.469671]
MBD2,[0],[0.46936953]
SSBP2,[0],[0.46863186]
PIWIL4,[0],[0.46852037]
PFN2,[0],[0.46810123]
TFF1,[0],[0.46774134]
MMP10,[0],[0.46769956]
AAK1,[0],[0.46763432]
CENPT,[0],[0.4675824]
KIF3A,[0],[0.46756145]
RNF128,[0],[0.46749225]
ABCC2,[0],[0.46740693]
SNX9,[0],[0.46718627]
DOLPP1,[0],[0.46689287]
ARSB,[0],[0.46663573]
PPP2R5C,[0],[0.46661612]
KDM5A,[0],[0.46660832]
TGFB1I1,[0],[0.46638617]
PINK1,[0],[0.46618876]
TACR3,[0],[0.46617907]
IVL,[0],[0.46614707]
RPA2,[0],[0.4661325]
CANX,[0],[0.46602094]
ADAMTS4,[0],[0.4659562]
NRCAM,[0],[0.46584424]
ITGB3BP,[0],[0.46549338]
DMGDH,[0],[0.46538502]
F3,[0],[0.4652799]
TGM1,[0],[0.46513242]
DUOX2,[0],[0.46504086]
HEY2,[0],[0.46479124]
HMMR,[0],[0.46477768]
PLCB2,[0],[0.4647004]
CYP2A6,[0],[0.464635]
GCNT3,[0],[0.4645222]
SYT7,[0],[0.4644461]
FERMT3,[0],[0.46438932]
ELL2,[0],[0.46431968]
AP1S3,[0],[0.464275]
SCN8A,[0],[0.46417615]
PRKACG,[0],[0.46416053]
ALDH1A3,[0],[0.46394208]
TDRD6,[0],[0.46392098]
MAN1A1,[0],[0.46386594]
PLCD3,[0],[0.4637878]
LOXL2,[0],[0.46373007]
TTR,[0],[0.4635677]
SGCE,[0],[0.46346402]
CAPN6,[0],[0.46337745]
KCNK3,[0],[0.46321195]
DTL,[0],[0.46311226]
EFNA5,[0],[0.4628026]
KLF4,[0],[0.46270844]
TKTL1,[0],[0.46266803]
GTF2H1,[0],[0.46238276]
CALD1,[0],[0.4623339]
APAF1,[0],[0.46232745]
ARTN,[0],[0.4622767]
TRPC6,[0],[0.4618803]
KLC3,[0],[0.46174687]
HCAR1,[0],[0.4614206]
ARHGAP10,[0],[0.46122625]
TOP2A,[0],[0.46119002]
POLE3,[0],[0.4611723]
SPI1,[0],[0.46115062]
BLNK,[0],[0.46096674]
CTSD,[0],[0.4609236]
ADRA1D,[0],[0.46056926]
RNF8,[0],[0.4605373]
AIM2,[0],[0.46045178]
RPS6KA6,[0],[0.46012622]
RBP2,[0],[0.46005532]
PLK4,[0],[0.4597634]
KCNJ8,[0],[0.45956826]
FLCN,[0],[0.45955366]
SNX18,[0],[0.45954147]
DENND4C,[0],[0.45947683]
BMX,[0],[0.4593943]
PTCH2,[0],[0.4593092]
FASLG,[0],[0.45914507]
GTF2H3,[0],[0.4590917]
CXCL13,[0],[0.45903572]
DSG2,[0],[0.45902368]
RIN1,[0],[0.45901823]
FCER2,[0],[0.45896843]
STX4,[0],[0.45892262]
HLA-DQB1,[0],[0.45887673]
PSMB5,[0],[0.45882463]
ATP2A2,[0],[0.45867255]
CBX3,[0],[0.45862278]
RBFOX1,[0],[0.45859712]
NBR1,[0],[0.4584866]
DDX17,[0],[0.45823088]
HDLBP,[0],[0.458099]
SUZ12,[0],[0.45805776]
NT5C2,[0],[0.45798498]
KIFAP3,[0],[0.45788226]
OLR1,[0],[0.4576811]
SMG1,[0],[0.45765394]
MYO18A,[0],[0.45754853]
CCNH,[0],[0.4572215]
KCNH1,[0],[0.45704478]
CRISP3,[0],[0.45693398]
FXYD2,[0],[0.45683077]
FLT3,[0],[0.45668423]
DHRS9,[0],[0.45663372]
ARID4B,[0],[0.45650566]
BID,[0],[0.45650133]
DLGAP4,[0],[0.45646688]
HOXD4,[0],[0.45608613]
RAB7A,[0],[0.4560427]
EFEMP1,[0],[0.4560176]
POLR1B,[0],[0.45587912]
TFPI,[0],[0.45586157]
NUP188,[0],[0.45574445]
XRCC3,[0],[0.455458]
STXBP1,[0],[0.45532128]
PSCA,[0],[0.4551296]
GLS,[0],[0.4551154]
PDXK,[0],[0.45505887]
IRS4,[0],[0.4550418]
CYBB,[0],[0.45501998]
HOXB6,[0],[0.4549475]
DOK2,[0],[0.454881]
KRT16,[0],[0.4548513]
FZD10,[0],[0.45482358]
PRSS1,[0],[0.45479155]
ANKRD28,[0],[0.45472762]
HEXB,[0],[0.45449433]
FCER1A,[0],[0.45444435]
TPH1,[0],[0.45430887]
TAF1C,[0],[0.45430562]
SH3BP5,[0],[0.45430273]
KIF21A,[0],[0.45407113]
SLC7A8,[0],[0.45407057]
S100B,[0],[0.45401096]
CXCL8,[0],[0.45400152]
ADCYAP1R1,[0],[0.45375776]
CTSZ,[0],[0.45374283]
SERPINE2,[0],[0.45373908]
RPS2,[0],[0.45372346]
EIF4A1,[0],[0.45371422]
PCOLCE2,[0],[0.4536643]
STXBP3,[0],[0.4535998]
LMOD1,[0],[0.4534953]
UBE4B,[0],[0.4532844]
PLEKHG2,[0],[0.45326638]
CORIN,[0],[0.4532223]
VAMP7,[0],[0.45322102]
AHCTF1,[0],[0.45290086]
PRKAR1A,[0],[0.45274046]
SOD2,[0],[0.45273998]
MLXIP,[0],[0.45263568]
RIPK1,[0],[0.45257184]
CYP3A4,[0],[0.45250905]
USP7,[0],[0.45242035]
RFC5,[0],[0.4523663]
NAA25,[0],[0.45213315]
NR5A2,[0],[0.4520975]
ARHGAP9,[0],[0.45195585]
ENTPD3,[0],[0.45180517]
VMP1,[0],[0.45177233]
ALDH6A1,[0],[0.4516261]
MGAT3,[0],[0.45159557]
DEGS1,[0],[0.45141637]
CDC14A,[0],[0.45120916]
CENPN,[0],[0.45116267]
KIF20A,[0],[0.45109123]
GNB3,[0],[0.4510513]
GRIK4,[0],[0.45100442]
PKD2L1,[0],[0.4509021]
CNTN2,[0],[0.45052603]
MTHFD2,[0],[0.45047024]
BMP6,[0],[0.45041054]
GOLGA2,[0],[0.45034882]
CUL5,[0],[0.45034006]
KIF13B,[0],[0.45025098]
SKP2,[0],[0.45017317]
LRG1,[0],[0.45013356]
HPSE,[0],[0.45004198]
MLST8,[0],[0.45002708]
XPA,[0],[0.4499268]
UBE2T,[0],[0.44976604]
PFKFB1,[0],[0.44972843]
ASAP1,[0],[0.44970644]
DOCK6,[0],[0.4494235]
CCL16,[0],[0.449407]
MAPRE1,[0],[0.44932285]
P2RY14,[0],[0.44930473]
E2F8,[0],[0.44927618]
GABPA,[0],[0.44927204]
PI3,[0],[0.44921157]
KCNJ16,[0],[0.44914666]
FOSL1,[0],[0.44898492]
MNAT1,[0],[0.44894096]
TM6SF2,[0],[0.44893226]
GATAD2A,[0],[0.44883367]
POLR2B,[0],[0.44865575]
ARHGAP39,[0],[0.44858366]
RCC2,[0],[0.44856045]
KCNQ1,[0],[0.44833472]
MDGA1,[0],[0.44829878]
ADCYAP1,[0],[0.44823343]
GAK,[0],[0.4480417]
PIP4K2C,[0],[0.44801572]
HOXC9,[0],[0.44788507]
GRIK5,[0],[0.44731656]
ME1,[0],[0.44730958]
LGI1,[0],[0.4472802]
SHMT2,[0],[0.44727173]
NUP153,[0],[0.44712088]
GALR2,[0],[0.44691733]
GULP1,[0],[0.44690287]
ESCO2,[0],[0.44687405]
GEMIN2,[0],[0.44680816]
NCF2,[0],[0.44647643]
ARHGAP11A,[0],[0.44644687]
RXFP3,[0],[0.4463757]
CHEK2,[0],[0.44637084]
ANTXR2,[0],[0.44633853]
ELF3,[0],[0.44612595]
BUB3,[0],[0.44595054]
DDOST,[0],[0.44592756]
POLR2J,[0],[0.4458462]
HOXA3,[0],[0.4458331]
ARHGEF2,[0],[0.4458073]
TAF5,[0],[0.44578]
ACTR3,[0],[0.4457307]
RRAGC,[0],[0.44570357]
CD34,[0],[0.44569]
RASSF1,[0],[0.4456399]
DMAP1,[0],[0.44561714]
SPRR1B,[0],[0.4455557]
SLC9A3R2,[0],[0.44538304]
KIF3C,[0],[0.44528624]
CTSG,[0],[0.44527072]
MAP3K12,[0],[0.44525847]
AMOT,[0],[0.44520143]
PTHLH,[0],[0.4451938]
ALDH4A1,[0],[0.4450342]
COPA,[0],[0.4448566]
GABRB2,[0],[0.44478172]
CENPM,[0],[0.44473323]
RBBP5,[0],[0.44460094]
HK1,[0],[0.44451782]
PLCD1,[0],[0.44446078]
STC2,[0],[0.44441995]
HNRNPH1,[0],[0.44441855]
SPAG5,[0],[0.44436535]
ZFYVE9,[0],[0.4443511]
GANAB,[0],[0.44433108]
IQSEC1,[0],[0.44418335]
TNFSF10,[0],[0.4440744]
MYL2,[0],[0.443924]
RUSC1,[0],[0.44381952]
NEO1,[0],[0.44360688]
ASS1,[0],[0.4433838]
ADAM11,[0],[0.44334036]
FH,[0],[0.44327757]
KL,[0],[0.44313446]
PDE1B,[0],[0.44304955]
SLC35A2,[0],[0.44303298]
WDR19,[0],[0.4429797]
SMURF1,[0],[0.4428486]
PCSK9,[0],[0.44270304]
ANO1,[0],[0.44268867]
STARD8,[0],[0.44258103]
KIF2A,[0],[0.4425721]
PFAS,[0],[0.4424732]
FBXW11,[0],[0.4424332]
DPF3,[0],[0.44218758]
RNPS1,[0],[0.44210035]
IRAK3,[0],[0.4415358]
OPCML,[0],[0.44148362]
RAB11FIP4,[0],[0.44134215]
ARHGAP15,[0],[0.44109738]
CDH8,[0],[0.4410099]
SYT11,[0],[0.4409231]
ARHGEF9,[0],[0.4408079]
NPHP4,[0],[0.44077012]
POLR2C,[0],[0.4407506]
HSD11B1,[0],[0.4406658]
KIDINS220,[0],[0.44066045]
TARS2,[0],[0.44051164]
KLK5,[0],[0.44049957]
ATP8B1,[0],[0.4403996]
CCR2,[0],[0.4403747]
CNTN3,[0],[0.44008967]
ACIN1,[0],[0.44008186]
MIA3,[0],[0.4400091]
EPS15L1,[0],[0.4397398]
COG7,[0],[0.43971983]
MME,[0],[0.43971276]
MAST2,[0],[0.4395011]
POLR2G,[0],[0.4392222]
PTPN3,[0],[0.43921313]
EXT1,[0],[0.43903545]
SH3GL1,[0],[0.43890625]
PTGS1,[0],[0.4388826]
NRTN,[0],[0.43887547]
SCD5,[0],[0.4388436]
CYP2C19,[0],[0.43876886]
SPINK5,[0],[0.4386469]
CLIC5,[0],[0.43862194]
ARPC3,[0],[0.43856236]
CPLX1,[0],[0.43851924]
MAP3K5,[0],[0.43850905]
PTH1R,[0],[0.43827435]
IPO7,[0],[0.43823716]
FGF12,[0],[0.4381052]
MAL,[0],[0.43802884]
ELAVL1,[0],[0.43797058]
NR4A3,[0],[0.4379649]
PRIM1,[0],[0.4379488]
TAS1R1,[0],[0.43788654]
DPYSL5,[0],[0.4378559]
GPR39,[0],[0.4378549]
WDR12,[0],[0.43775007]
APOC2,[0],[0.4376925]
KIF4B,[0],[0.43759352]
RALGAPA2,[0],[0.4374336]
PDE7A,[0],[0.4372243]
OPN4,[0],[0.43708742]
FLRT3,[0],[0.43705946]
RXFP4,[0],[0.43695855]
LOXL4,[0],[0.4369045]
NR2F1,[0],[0.43658587]
HHIP,[0],[0.4365766]
GAD2,[0],[0.43657213]
HEG1,[0],[0.43638]
ANTXR1,[0],[0.43623912]
HMGCL,[0],[0.43620583]
SFRP2,[0],[0.43616742]
ST6GAL2,[0],[0.4361544]
CDCA7,[0],[0.43608427]
ERF,[0],[0.43596554]
NSF,[0],[0.4358682]
CCL11,[0],[0.43573478]
SHB,[0],[0.4356559]
PPM1B,[0],[0.43556595]
CHML,[0],[0.4355367]
DTX2,[0],[0.43548346]
GZMA,[0],[0.43534657]
TBX20,[0],[0.43528143]
TP53BP2,[0],[0.43526256]
RGMB,[0],[0.43522307]
TAPBP,[0],[0.4351884]
LRRTM4,[0],[0.4351809]
ISL1,[0],[0.43514505]
RBP1,[0],[0.4351177]
DHRS4,[0],[0.4350673]
LSP1,[0],[0.43500748]
RAB5B,[0],[0.43492323]
REEP2,[0],[0.43450683]
SUPT5H,[0],[0.43449324]
DBH,[0],[0.4343696]
PPP6R3,[0],[0.4343677]
LRIG1,[0],[0.43431813]
SIK2,[0],[0.43431085]
DNAJB4,[0],[0.43424058]
NTF3,[0],[0.43422505]
FZR1,[0],[0.4342099]
CES1,[0],[0.43420452]
COL27A1,[0],[0.4342027]
ORC4,[0],[0.43411666]
AK5,[0],[0.43405205]
RTP4,[0],[0.43404052]
CEACAM5,[0],[0.43402877]
SNCAIP,[0],[0.4339011]
KAT6B,[0],[0.4336336]
POLD2,[0],[0.43363282]
SCN4B,[0],[0.43358576]
WNT2B,[0],[0.433242]
PIK3C2B,[0],[0.43314034]
FABP4,[0],[0.43305466]
MYO1A,[0],[0.43302095]
RXRG,[0],[0.4330086]
RPA4,[0],[0.43284246]
FNIP2,[0],[0.4328363]
MYBBP1A,[0],[0.43277895]
ACSL4,[0],[0.43261364]
BRSK1,[0],[0.4325338]
GPR37,[0],[0.43249485]
GALNT16,[0],[0.43238956]
MATR3,[0],[0.43213454]
HAAO,[0],[0.43210974]
TFE3,[0],[0.43201312]
TERF1,[0],[0.43196356]
PLA2G7,[0],[0.43193898]
ST3GAL3,[0],[0.43179885]
ALDH3A2,[0],[0.43179774]
HOOK1,[0],[0.43163732]
ARPC5,[0],[0.43161488]
SHROOM3,[0],[0.4315978]
TCL1A,[0],[0.43156052]
TIMP2,[0],[0.4315409]
NUSAP1,[0],[0.4314883]
CYP19A1,[0],[0.4314871]
TBCD,[0],[0.4313715]
RHOQ,[0],[0.4313365]
PITX2,[0],[0.43124673]
PCSK6,[0],[0.43119708]
CEP78,[0],[0.4311851]
CHRNB2,[0],[0.43109116]
BACE1,[0],[0.43101922]
DEPTOR,[0],[0.4309815]
SERPINA10,[0],[0.4309017]
SNW1,[0],[0.4308936]
MTNR1A,[0],[0.4308844]
RPS3A,[0],[0.4308314]
CEP57,[0],[0.43078378]
LAMTOR2,[0],[0.43072575]
BLK,[0],[0.43066743]
PPARGC1B,[0],[0.43054858]
ATP1B2,[0],[0.4300798]
POU2F2,[0],[0.43006033]
INPP5D,[0],[0.43003243]
EDA2R,[0],[0.43001345]
UCP1,[0],[0.42998695]
DSE,[0],[0.42996502]
EGLN3,[0],[0.42996123]
RPL13A,[0],[0.4299364]
SET,[0],[0.42984033]
GABRA5,[0],[0.42955774]
AMBRA1,[0],[0.42920214]
DKK1,[0],[0.4291964]
SERPINC1,[0],[0.4291778]
HCRTR1,[0],[0.42915544]
RETSAT,[0],[0.4290589]
MYBL2,[0],[0.4288918]
FSTL1,[0],[0.42872283]
CREB3L3,[0],[0.42848575]
COX6B2,[0],[0.42825064]
PTPN5,[0],[0.42819995]
DENND4A,[0],[0.42815617]
GTF3C2,[0],[0.428005]
COLGALT2,[0],[0.42789966]
FMOD,[0],[0.42781428]
MTHFD1L,[0],[0.42775878]
IDE,[0],[0.42767212]
RGS22,[0],[0.42765158]
DNAI2,[0],[0.42763624]
UGT1A1,[0],[0.4275954]
STOM,[0],[0.42753056]
AGAP2,[0],[0.42748606]
KIF19,[0],[0.42741048]
ZBTB17,[0],[0.4273352]
SMAD5,[0],[0.42728415]
NCAN,[0],[0.42695558]
GABRB1,[0],[0.42692986]
GIT1,[0],[0.42684442]
TACC1,[0],[0.42680648]
HOXA10,[0],[0.42670435]
KLRK1,[0],[0.42666763]
UBE2D2,[0],[0.42658874]
ERCC6L,[0],[0.42642987]
APEX1,[0],[0.42638707]
F12,[0],[0.42607158]
REEP4,[0],[0.42592353]
UPF1,[0],[0.42588922]
JUND,[0],[0.42586994]
HSPB7,[0],[0.42578506]
TNK2,[0],[0.42567497]
CDK13,[0],[0.42558435]
KCNG1,[0],[0.42526305]
MCC,[0],[0.4251858]
DPY30,[0],[0.42508644]
RIPK2,[0],[0.42503914]
SEMA3C,[0],[0.4248949]
MAVS,[0],[0.42488977]
RPL10,[0],[0.42488188]
VAMP4,[0],[0.42487708]
LMO4,[0],[0.4246497]
RABGAP1,[0],[0.42443484]
DENND5A,[0],[0.42432716]
CALCOCO1,[0],[0.42413843]
DAB2IP,[0],[0.42405882]
RPL23A,[0],[0.42404667]
CLTB,[0],[0.42356423]
NR1H2,[0],[0.42351443]
RXFP1,[0],[0.4235083]
ADAMTS13,[0],[0.4234391]
TAOK2,[0],[0.42338523]
CYP2E1,[0],[0.42337722]
RAD1,[0],[0.42331398]
HRH4,[0],[0.423224]
PDE4A,[0],[0.42306554]
SCN3B,[0],[0.42293894]
UGCG,[0],[0.42286202]
GGT5,[0],[0.4228585]
G6PC,[0],[0.42268103]
TNNI3,[0],[0.42266607]
LCAT,[0],[0.4226617]
KIF20B,[0],[0.42259815]
NOX4,[0],[0.42251876]
SYNGR1,[0],[0.422506]
SRSF5,[0],[0.42235497]
RAP2B,[0],[0.42217317]
PFN1,[0],[0.42213494]
RSF1,[0],[0.422068]
AVP,[0],[0.42198408]
GALNT14,[0],[0.42181364]
GATAD2B,[0],[0.42179668]
SRSF2,[0],[0.42157614]
ARAF,[0],[0.42142525]
KRT75,[0],[0.42120066]
OCA2,[0],[0.42117354]
GAPDH,[0],[0.42097986]
SGCD,[0],[0.42096895]
HS6ST1,[0],[0.4209579]
MBNL1,[0],[0.42077428]
COPZ2,[0],[0.4207622]
CTR9,[0],[0.42073017]
HTR2B,[0],[0.42068]
MBD5,[0],[0.420674]
CAPN3,[0],[0.42053893]
IL10,[0],[0.4204823]
RPS6KA3,[0],[0.42045918]
RBM8A,[0],[0.42021966]
HSPB8,[0],[0.42009315]
ALPP,[0],[0.4199844]
CYC1,[0],[0.419981]
MNDA,[0],[0.41992497]
ADRA1B,[0],[0.41979292]
GPC2,[0],[0.41974285]
MED17,[0],[0.41972747]
ODF2,[0],[0.41936055]
GTF2H2,[0],[0.41931206]
DHX15,[0],[0.419249]
FCGR3B,[0],[0.41900757]
ARPC1A,[0],[0.41899893]
ORM1,[0],[0.4189584]
RASAL2,[0],[0.41888702]
MAP3K13,[0],[0.41886553]
GPR83,[0],[0.41883436]
TREM2,[0],[0.41882846]
B4GALT5,[0],[0.41871917]
KRT6C,[0],[0.41854674]
KRT40,[0],[0.41853353]
SSTR3,[0],[0.4184294]
COG3,[0],[0.41842774]
HRC,[0],[0.41841024]
KIF16B,[0],[0.41836333]
GEMIN7,[0],[0.4183447]
CCAR2,[0],[0.41827208]
SRSF7,[0],[0.41821748]
NOD2,[0],[0.41796377]
EPPK1,[0],[0.41794983]
CHD1L,[0],[0.4179217]
SPRR1A,[0],[0.4178765]
RHOU,[0],[0.4178643]
KCNAB1,[0],[0.41774896]
RRAGA,[0],[0.41756317]
CDC73,[0],[0.41736203]
PTPRO,[0],[0.41717082]
SLMAP,[0],[0.41709292]
OGDHL,[0],[0.41702804]
GCGR,[0],[0.4168923]
BAAT,[0],[0.41682976]
PELI2,[0],[0.4167137]
CENPO,[0],[0.41665837]
WNT4,[0],[0.41652498]
CPM,[0],[0.41644943]
GALNT12,[0],[0.4164142]
MAP4K4,[0],[0.4163525]
CAPZA2,[0],[0.4160388]
NCL,[0],[0.41595393]
MX2,[0],[0.4158689]
GP9,[0],[0.4157961]
CDH7,[0],[0.41567367]
TRPV6,[0],[0.41566408]
HTR6,[0],[0.41554737]
ABI2,[0],[0.41552418]
GALNT15,[0],[0.4155053]
CTH,[0],[0.41545293]
RIF1,[0],[0.41539732]
WDR62,[0],[0.41538054]
CD151,[0],[0.41530624]
MMP3,[0],[0.41519997]
CNGA1,[0],[0.415134]
SOCS1,[0],[0.41509253]
MAN1C1,[0],[0.41507486]
RHOBTB2,[0],[0.415035]
FECH,[0],[0.41488343]
HOXB9,[0],[0.41479278]
CRX,[0],[0.41473553]
MPP6,[0],[0.41470516]
PNPT1,[0],[0.4144298]
GUCY1A2,[0],[0.4142652]
BECN1,[0],[0.4141862]
NPHP3,[0],[0.4138052]
CHM,[0],[0.4136002]
MED25,[0],[0.41355816]
PIK3R6,[0],[0.41340494]
HPGDS,[0],[0.4133651]
CYP11A1,[0],[0.41331083]
KRT83,[0],[0.4132965]
JARID2,[0],[0.41328937]
SFRP4,[0],[0.41316482]
TRAK1,[0],[0.4130828]
SMPD4,[0],[0.4130437]
GPS1,[0],[0.41302833]
DPYSL3,[0],[0.41301894]
MYBPC2,[0],[0.41289675]
ENGASE,[0],[0.41287673]
DDX21,[0],[0.41279534]
RFC4,[0],[0.41275093]
QPCT,[0],[0.412587]
CLEC12A,[0],[0.4125632]
NFKBIE,[0],[0.41253448]
OSBPL1A,[0],[0.41232586]
PHF20,[0],[0.41227522]
SEC61A1,[0],[0.41211155]
IFNG,[0],[0.41175434]
LAIR1,[0],[0.41151458]
VPS11,[0],[0.41136193]
KRT20,[0],[0.4112695]
UGGT1,[0],[0.4112167]
TRPC5,[0],[0.411116]
NRN1,[0],[0.41106272]
RUVBL2,[0],[0.41105217]
PCGF2,[0],[0.41092828]
BCAN,[0],[0.410602]
ICAM1,[0],[0.41059336]
GIGYF1,[0],[0.4104023]
DSCC1,[0],[0.41038093]
CNNM4,[0],[0.41011128]
KIF6,[0],[0.4100109]
MAX,[0],[0.40999678]
DUOX1,[0],[0.40982828]
CCL21,[0],[0.40981436]
FCGR2A,[0],[0.40964422]
RNF31,[0],[0.40954337]
CENPI,[0],[0.40953392]
FOSB,[0],[0.40937072]
DACH1,[0],[0.40925238]
P2RY6,[0],[0.40921363]
MS4A2,[0],[0.40912464]
RIPK3,[0],[0.4090639]
TRIM31,[0],[0.40891898]
CSF3R,[0],[0.40889245]
STXBP2,[0],[0.40876746]
SPARCL1,[0],[0.40870997]
HMGB3,[0],[0.40864742]
HNRNPM,[0],[0.40861797]
LAMTOR1,[0],[0.40860388]
PHGDH,[0],[0.40850037]
EFTUD2,[0],[0.40849116]
SYTL2,[0],[0.40848917]
COPB2,[0],[0.4084491]
B3GALT1,[0],[0.40828082]
REPS1,[0],[0.40814015]
INO80,[0],[0.40813103]
A1CF,[0],[0.40812406]
TMED2,[0],[0.40807316]
ITGAD,[0],[0.4080576]
CA8,[0],[0.40797183]
SIGLEC1,[0],[0.40748712]
